,Discount price,Original Price,Product Brand,Product Category Code,Product Name,Promo Tag,Rating,Raw Product,Review,Sales,Vendor,Discount,Price Range,Product Category,Revenue
97,62,140,L'oreal,AA16107530001,Men Expert Face Creme 2-in-1 After Shave + Face Care  -[Parallel Import Product],2-day group shipment,5.0,L'oreal - Men Expert Face Creme 2-in-1 After Shave + Face Care  -[Parallel Import Product],1.0,100.0,Beautique,78,0-100,After Shave Care,6200.0
98,206,398,Biotherm,AA16107510001,Homme Aquapower Cleanser  -[Parallel Import Product],2-day group shipment,5.0,Biotherm - Homme Aquapower Cleanser  -[Parallel Import Product],2.0,100.0,Beautique,192,201-300,Cleanser,20600.0
99,85,100,Shiseido,AA16107530001,Men MG5 After Shave Lotion 150ml [Parallel Imports],2-day group shipment,5.0,Shiseido - Men MG5 After Shave Lotion 150ml [Parallel Imports],2.0,40.0,Trend Beauty Mart,15,0-100,After Shave Care,3400.0
100,352,566,Biotherm,AA16107520001,Homme Aquapower Oligo-Thermal Ultra Moisturizing Care  -[Parallel Import Product],2-day group shipment,4.0,Biotherm - Homme Aquapower Oligo-Thermal Ultra Moisturizing Care  -[Parallel Import Product],1.0,90.0,Beautique,214,301-400,Moisturizer,31680.0
101,198,399,KIEHLS,AA16107510001,Kiehl's- Facial Fuel Energizing Face Wash For Men 250ml,2-day group shipment,,KIEHLS - Kiehl's- Facial Fuel Energizing Face Wash For Men 250ml,,20.0,KINGSWAY BEAUTY,201,101-200,Cleanser,3960.0
102,95,119,L'Oreal Paris,AA16107520001,Men Expert Pure & Matte Volcano Icy Lotion*026304,2-day group shipment,,L'Oreal Paris - Men Expert Pure & Matte Volcano Icy Lotion*026304,,10.0,L’Oreal Paris HK Flagship Store,24,0-100,Moisturizer,950.0
103,71,89,L'Oreal Paris,AA16107510001,Men Expert Hydra Power Foam*271286,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power Foam*271286,,40.0,L’Oreal Paris HK Flagship Store,18,0-100,Cleanser,2840.0
104,224,415,Shiseido,AA16107520001,Men Hydrating Lotion  -[Parallel Import Product],2-day group shipment,1.0,Shiseido - Men Hydrating Lotion  -[Parallel Import Product],1.0,90.0,Beautique,191,201-300,Moisturizer,20160.0
105,58,98,Shiseido 資生堂,AA16107520001,UNO Skincare Tank For Men #Mild 160ml [Parallel Import] (4901872449736),2-day group shipment,5.0,Shiseido 資生堂 - UNO Skincare Tank For Men #Mild 160ml [Parallel Import] (4901872449736),1.0,50.0,Royal Cosmetics,40,0-100,Moisturizer,2900.0
106,67,79,L'Oreal Paris,AA16107510001,Men Expert Pure & Matte Oak Charcoal Anti-Blackhead Scrub 100ml [Parallel Import] (4710446826817),2-day group shipment,4.0,L'Oreal Paris - Men Expert Pure & Matte Oak Charcoal Anti-Blackhead Scrub 100ml [Parallel Import] (4710446826817),1.0,60.0,Royal Cosmetics,12,0-100,Cleanser,4020.0
107,215,309,Innisfree,AA16107520001,Forest For Men Fresh Set,2-day group shipment,,Innisfree - Forest For Men Fresh Set,,,NANA MALL,94,201-300,Moisturizer,
108,206,348,Kiehl's,AA16107510001,Facial Fuel Energizing Face Wash Gel Cleanser  -[Parallel Import Product],2-day group shipment,3.0,Kiehl's - Facial Fuel Energizing Face Wash Gel Cleanser  -[Parallel Import Product],2.0,100.0,Beautique,142,201-300,Cleanser,20600.0
109,124,155,L'Oreal Paris,AA16107520001,MEN HE MULTI ACTION 8 50ML RENO*058220,2-day group shipment,,L'Oreal Paris - MEN HE MULTI ACTION 8 50ML RENO*058220,,40.0,L’Oreal Paris HK Flagship Store,31,101-200,Moisturizer,4960.0
110,28,65,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Pure (4710221260119),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Pure (4710221260119),,20.0,Jadora 日本美妝護膚,37,0-100,Cleanser,560.0
111,99,158,L'Oreal Paris,AA16107510001,Men Expert  Volcano Foam Twin Packset*661060,2-day group shipment,,L'Oreal Paris - Men Expert  Volcano Foam Twin Packset*661060,,30.0,L’Oreal Paris HK Flagship Store,59,0-100,Cleanser,2970.0
112,473,676,LAB SERIES,AA16107520001,Lab Series Age Rescue + Face Lotion  -[Parallel Import Product],2-day group shipment,4.0,LAB SERIES - Lab Series Age Rescue + Face Lotion  -[Parallel Import Product],1.0,200.0,Beautique,203,401-500,Moisturizer,94600.0
113,198,330,L'Oreal Paris,AA16107510001,[Parallel Import Product],2-day group shipment,,L'Oreal Paris - Men Expert Pure & Matte Volcano 3pcs Set - [Parallel Import Product],,10.0,Beautifier,132,101-200,Cleanser,1980.0
114,305,450,Biotherm,AA16101500001,Aquapower Lotion 200ml,2-day group shipment,,Biotherm - Aquapower Lotion 200ml,,,NANA MALL,145,301-400,Others,
115,59,128,ISHIZAWA LAB 石澤研究所,AA16107520001,Keana Nadeshiko Pore Care Face Mask for Men 10pcs (Blue)  (Parallel Import),2-day group shipment,4.5,ISHIZAWA LAB 石澤研究所 - Keana Nadeshiko Pore Care Face Mask for Men 10pcs (Blue)  (Parallel Import),2.0,100.0,Pretties HK,69,0-100,Moisturizer,5900.0
116,49,89,Alfresco,AA16107520001,Anti Bug Bite Moisturizer 50ml,2-day group shipment,5.0,Alfresco - Alfresco - Anti Bug Bite Moisturizer 50ml,1.0,,iRainbow,40,0-100,Moisturizer,
117,446,700,Shiseido,AA16107520001,Men Active Energizing Concentrate  -[Parallel Import Product],2-day group shipment,,Shiseido - Men Active Energizing Concentrate  -[Parallel Import Product],,30.0,Beautique,254,401-500,Moisturizer,13380.0
118,360,583,LAB SERIES,AA16107520001,Lab Series Max LS Skin Recharging Water Lotion  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series Max LS Skin Recharging Water Lotion  -[Parallel Import Product],,100.0,Beautique,223,301-400,Moisturizer,36000.0
119,65,89,L'Oreal Paris,AA16107510001,Men Expert Hydra Power Watery Foaming Gel 100ml [Parallel Import] (6955818271286),2-day group shipment,3.0,L'Oreal Paris - Men Expert Hydra Power Watery Foaming Gel 100ml [Parallel Import] (6955818271286),1.0,40.0,Royal Cosmetics,24,0-100,Cleanser,2600.0
120,191,388,Kiehl's,AA16107520001,Facial Fuel Energizing Tonic  -[Parallel Import Product],2-day group shipment,5.0,Kiehl's - Facial Fuel Energizing Tonic  -[Parallel Import Product],1.0,100.0,Beautique,197,101-200,Moisturizer,19100.0
121,58,79,L'Oreal Paris,AA16107510001,Men Expert Pure & Matte Volcano Mineral Anti-Imperfection Red Foam 100ml [Parallel Import],2-day group shipment,4.0,L'Oreal Paris - Men Expert Pure & Matte Volcano Mineral Anti-Imperfection Red Foam 100ml [Parallel Import],1.0,60.0,Royal Cosmetics,21,0-100,Cleanser,3480.0
122,76,95,L'Oreal Paris,AA16107520001,MEX PM CARE LIQUID SOAP 150ML*256320,2-day group shipment,2.5,L'Oreal Paris - MEX PM CARE LIQUID SOAP 150ML*256320,2.0,20.0,L’Oreal Paris HK Flagship Store,19,0-100,Moisturizer,1520.0
123,33,40,Shiseido ,AA16107510001,UNO Men's Face Whip Wash 130g (Black),2-day group shipment,4.4,Shiseido  - UNO Men's Face Whip Wash 130g (Black),7.0,100.0,My King Aus,7,0-100,Cleanser,3300.0
124,148,268,Fancl,AA16107510001,Men Face Wash 180ml (Parallel Import),2-day group shipment,,Fancl - Men Face Wash 180ml (Parallel Import),,30.0,Pretties HK,120,101-200,Cleanser,4440.0
125,534,763,Kiehl's,AA16107520001,Men's Oil Eliminator 24-Hour Anti-Shing Moisturizer -[Parallel Import Product],2-day group shipment,5.0,Kiehl's - Men's Oil Eliminator 24-Hour Anti-Shing Moisturizer -[Parallel Import Product],1.0,30.0,Beautique,229,501-600,Moisturizer,16020.0
126,71,89,L'Oreal Paris,AA16107510001,Men Expert Hydra Energetic Icy Cleansing Gel *034534,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Energetic Icy Cleansing Gel *034534,,40.0,L’Oreal Paris HK Flagship Store,18,0-100,Cleanser,2840.0
127,187,399,Medicube,AA16100530001,Medicube Red Foam Cleanser 230ml (anti acne 水楊酸Salicylic Acid),2-day group shipment,,Medicube - Medicube Red Foam Cleanser 230ml (anti acne 水楊酸Salicylic Acid),,10.0,Starbuy,212,101-200,Others,1870.0
128,490,873,LAB SERIES,AA16107520001,Lab Series Future Rescue Repair Serum  -[Parallel Import Product],2-day group shipment,5.0,LAB SERIES - Lab Series Future Rescue Repair Serum  -[Parallel Import Product],1.0,30.0,Beautique,383,401-500,Moisturizer,14700.0
129,80,180,L'oreal,AA16107520001,Men Expert Hydra Energetic Quenching Gel (Pump)  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Hydra Energetic Quenching Gel (Pump)  -[Parallel Import Product],,100.0,Beautique,100,0-100,Moisturizer,8000.0
130,71,89,L'Oreal Paris,AA16107520001,Men Expert Hydra Power White Polar Cleanser*932751,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power White Polar Cleanser*932751,,20.0,L’Oreal Paris HK Flagship Store,18,0-100,Moisturizer,1420.0
131,28,65,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Acnes (4710221260201),2-day group shipment,5.0,Cellina - Carbondeep Men's Cleansing Foam 100g Acnes (4710221260201),2.0,30.0,Jadora 日本美妝護膚,37,0-100,Cleanser,840.0
132,219,319,Fancl,AA16107520001,Men All-In-One Skin Conditioner I 60ml (Parallel Import),2-day group shipment,,Fancl - Men All-In-One Skin Conditioner I 60ml (Parallel Import),,20.0,Pretties HK,100,201-300,Moisturizer,4380.0
133,59,99,Balea,AA16107520001,Men Energy Q10 Intensive Cream 50ml (Parallel Import) EXP:Feb-2021,2-day group shipment,,Balea - Men Energy Q10 Intensive Cream 50ml (Parallel Import) EXP:Feb-2021,,20.0,Pretties HK,40,0-100,Moisturizer,1180.0
134,28,65,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Fresh (4710221260133),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Fresh (4710221260133),,20.0,Jadora 日本美妝護膚,37,0-100,Cleanser,560.0
135,1292,1880,LAMER,AA16107520001,LA MER Crème de la Mer (Moisturizing Cream) 30ml [Parallel Import Product],2-day group shipment,5.0,LAMER - LA MER Crème de la Mer (Moisturizing Cream) 30ml [Parallel Import Product],2.0,20.0,KINGSWAY BEAUTY,588,>1000,Moisturizer,25840.0
136,89,1880,Elkos,AA16107520001,MOAN】,2-day group shipment,5.0,Elkos - EDEKA elkos face cream 50 ml【市集世界 - MOAN】,1.0,60.0,市集世界 Market Of All Nations,1791,0-100,Moisturizer,5340.0
137,145,184,LOREAL,AA16107510001,MEN EXPERT ANTI AGEING REVITALISING GEL 50ml  (parallel import goods),2-day group shipment,5.0,LOREAL - MEN EXPERT ANTI AGEING REVITALISING GEL 50ml  (parallel import goods),1.0,50.0,SH SUPPLIES,39,101-200,Cleanser,7250.0
138,38,54,Shiseido,AA16107510001,Uno Men's Face Wash Whip Wash Scrub 130g (Blue),2-day group shipment,5.0,Shiseido - Uno Men's Face Wash Whip Wash Scrub 130g (Blue),3.0,200.0,NANA MALL,16,0-100,Cleanser,7600.0
139,365,420,Biotherm,AA16107520001,Force Supreme Anti-Aging Lotion (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Anti-Aging Lotion (Parallel Import),,,AYO Cosmetic,55,301-400,Moisturizer,
140,404,739,Biotherm,AA16107520001,Homme Age Fitness Advanced Night  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Age Fitness Advanced Night  -[Parallel Import Product],,20.0,Beautique,335,401-500,Moisturizer,8080.0
141,230,380,Biotherm,AA16107520001,BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL CARE DYNAMIC HYDRATION 75ML [Parallel Import Product],2-day group shipment,,Biotherm - BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL CARE DYNAMIC HYDRATION 75ML [Parallel Import Product],,,PC Beauty,150,201-300,Moisturizer,
142,338,418,Innisfree,AA16108000001,Forest For Men Fresh Skin Care Set 5pcs,2-day group shipment,,Innisfree - Forest For Men Fresh Skin Care Set 5pcs,,,Golden Cosmetic & Beauty Limited,80,301-400,Others,
143,105,132,Curel,AA16107510001,深層控油保濕泡沫潔面乳 130ml ((補充裝)),2-day group shipment,,Curel - 深層控油保濕泡沫潔面乳 130ml ((補充裝)),,70.0,Life Style,27,101-200,Cleanser,7350.0
144,395,658,Kiehl's,AA16107520001,FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN 200ML [Parallel Import],2-day group shipment,,Kiehl's - FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN 200ML [Parallel Import],,10.0,The One Baby,263,301-400,Moisturizer,3950.0
145,172,289,The History Of Whoo,AA16107510001,Foam Cleanser for Men 180ml,2-day group shipment,,The History Of Whoo - Foam Cleanser for Men 180ml,,10.0,Golden Cosmetic & Beauty Limited,117,101-200,Cleanser,1720.0
146,251,359,LAB SERIES,AA16107530001,Lab Series Electric Shave Solution,2-day group shipment,,LAB SERIES - Lab Series Electric Shave Solution,,60.0,Beautique,108,201-300,After Shave Care,15060.0
147,124,155,L'Oreal Paris,AA16107520001,Men Expert Hydra Energetic Creatine Anti-Fatigue Serum*019167,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Energetic Creatine Anti-Fatigue Serum*019167,,20.0,L’Oreal Paris HK Flagship Store,31,101-200,Moisturizer,2480.0
148,158,500,CURÉL,AA16107520001,Intensive Moisture Cream 40g,2-day group shipment,5.0,CURÉL - Intensive Moisture Cream 40g,1.0,90.0,The One Baby,342,101-200,Moisturizer,14220.0
149,358,996,Tanda Zap,AA16107520001,2 Unit,2-day group shipment,,Tanda Zap - Acne Clearing Device - 2 Unit,,20.0,Maiia Origin Hong Kong,638,301-400,Moisturizer,7160.0
150,42,64,Shiseido,AA13101010001,UNO Face Wash Whip Speedy 130ml Refill ,2-day group shipment,4.0,Shiseido - UNO Face Wash Whip Speedy 130ml Refill ,1.0,40.0,Beauty Soulmates,22,0-100,Others,1680.0
151,119,149,L'Oreal Paris,AA16107520001,Men Expert Hydra Power White Polar Tone Up Cream*932553,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power White Polar Tone Up Cream*932553,,10.0,L’Oreal Paris HK Flagship Store,30,101-200,Moisturizer,1190.0
152,68,94,Shiseido,,Oil Control 160ml,2-day group shipment,4.5,Shiseido - Uno Skincare Tank Moisturizing Lotion for Men - Oil Control 160ml,2.0,100.0,NANA MALL,26,0-100,Others,6800.0
153,448,812,LAB SERIES,AA16107520001,Lab Series Max LS Matte Renewal Lotion  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series Max LS Matte Renewal Lotion  -[Parallel Import Product],,100.0,Beautique,364,401-500,Moisturizer,44800.0
154,165,210,Melvita,AA13101520001,Flora Bouquet Cleansing Micellar Water,2-day group shipment,,Melvita - Flora Bouquet Cleansing Micellar Water,,30.0,Miss Organic,45,101-200,Others,4950.0
155,88,155,L'Oreal Paris,AA16107520001,Men Expert Hydra EnergeticAnti-Fatigue Daily Moisturising Lotion 50ml   (Parallel Import),2-day group shipment,,L'Oreal Paris - Men Expert Hydra EnergeticAnti-Fatigue Daily Moisturising Lotion 50ml   (Parallel Import),,10.0,PSL Beauty,67,0-100,Moisturizer,880.0
156,79,135,BULLDOG,AA16107510001,Bulldog Original Face Wash,2-day group shipment,,BULLDOG - Bulldog Original Face Wash,,20.0,Edgewell Personal Care Hong Kong Official Flagship Store,56,0-100,Cleanser,1580.0
157,65,79,L'Oreal Paris,AA16107510001,[Parallel Import Product],2-day group shipment,,L'Oreal Paris - Men Expert Pure & Matte Icy Charcoal Foam 100ml - [Parallel Import Product],,,Beautifier,14,0-100,Cleanser,
158,552,873,Giorgio Armani,AA13203530001,Acqua Di Gio After Shave Lotion  -[Parallel Import Product],2-day group shipment,,Giorgio Armani - Acqua Di Gio After Shave Lotion  -[Parallel Import Product],,10.0,Beautique,321,501-600,After Shave Care,5520.0
159,124,278,Sulwhasoo 雪花秀,AA16100510001,Gentle Cleansing Foam 200ml (8809559331021/8809685828570) (Random shipment of new and old packaging),2-day group shipment,5.0,Sulwhasoo 雪花秀 - Gentle Cleansing Foam 200ml (8809559331021/8809685828570) (Random shipment of new and old packaging),1.0,10.0,Jadora 日本美妝護膚,154,101-200,Cleansing Milk,1240.0
160,72,89,L'Oreal Paris,AA16107510001,Men Expert Hydra Power Water Power Duo Foam 100ml [Parallel Import] (6955818272313),2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power Water Power Duo Foam 100ml [Parallel Import] (6955818272313),,30.0,Royal Cosmetics,17,0-100,Cleanser,2160.0
161,66,89,L'Oreal Paris,AA16107510001,Men Expert Hydra Energetic Detoxifying Foam 100ml [Parallel Import] (8992304002908),2-day group shipment,,L'Oreal Paris - Men Expert Hydra Energetic Detoxifying Foam 100ml [Parallel Import] (8992304002908),,30.0,Royal Cosmetics,23,0-100,Cleanser,1980.0
162,201,273,The History Of Whoo,AA16107510001,Foam Cleanser for Men 180ml,2-day group shipment,5.0,The History Of Whoo - Foam Cleanser for Men 180ml,2.0,60.0,NANA MALL,72,201-300,Cleanser,12060.0
163,65,89,L'Oreal Paris,AA16100540001,[Parallel Import Product],2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power Watery Foaming Gel 100ml - [Parallel Import Product],,10.0,Beautifier,24,0-100,Others,650.0
164,49,61,Shiseido,AA16107510001,UNO Whip Speedy 150ml (Grey),2-day group shipment,4.8,Shiseido - UNO Whip Speedy 150ml (Grey),5.0,200.0,Life Style,12,0-100,Cleanser,9800.0
165,118,200,L'Oreal Paris,AA16107520001,[Parallel Import Product],2-day group shipment,4.0,L'Oreal Paris - Men Expert  Set (Shave Foam 50ml + Anti-Perspirant 48H 50ml + Refreshin) - [Parallel Import Product],1.0,,Beautifier,82,101-200,Moisturizer,
166,119,149,L'Oreal Paris,AA16107520001,Men Expert HYDRA POWER WATER POWER Cream*277189,2-day group shipment,,L'Oreal Paris - Men Expert HYDRA POWER WATER POWER Cream*277189,,10.0,L’Oreal Paris HK Flagship Store,30,101-200,Moisturizer,1190.0
167,292,505,Floris,AA16107530001,Santal After Shave Splash  -[Parallel Import Product],2-day group shipment,,Floris - Santal After Shave Splash  -[Parallel Import Product],,10.0,Beautique,213,201-300,After Shave Care,2920.0
168,119,199,BULLDOG,AA16107520001,Bulldog Original Moisturiser,2-day group shipment,,BULLDOG - Bulldog Original Moisturiser,,10.0,Edgewell Personal Care Hong Kong Official Flagship Store,80,101-200,Moisturizer,1190.0
169,38,54,Shiseido,AA16107510001,Moist,2-day group shipment,4.5,Shiseido - Uno Men's Face Wash Whip Face Wash Non Scrub 130g - Moist,6.0,200.0,NANA MALL,16,0-100,Cleanser,7600.0
170,350,598,,AA16107510001,Pretty Box Set J [Parallel Import Product],2-day group shipment,,N/A - Pretty Box Set J [Parallel Import Product],,,Pretty Box,248,301-400,Cleanser,
171,38,56,Shiseido,AA16107510001,Black,2-day group shipment,4.7,Shiseido - Uno Men's Face Wash Whip Face Wash Non Scrub 130g - Black,3.0,90.0,NANA MALL,18,0-100,Cleanser,3420.0
172,75,92,LOREAL,AA13203530001,MEN HYDRA POST SHAVE BALM 125ml (parallel import goods),2-day group shipment,,LOREAL - MEN HYDRA POST SHAVE BALM 125ml (parallel import goods),,20.0,SH SUPPLIES,17,0-100,After Shave Care,1500.0
173,322,460,Jack Black,AA13203530001,Post Shave Cooling Gel  -[Parallel Import Product],2-day group shipment,,Jack Black - Post Shave Cooling Gel  -[Parallel Import Product],,10.0,Beautique,138,301-400,After Shave Care,3220.0
174,59,90,Shiseido,AA13201810101,UNO Whip Speedy Facial Cleanser 150ml,2-day group shipment,,Shiseido - UNO Whip Speedy Facial Cleanser 150ml,,10.0,美食宅急便,31,0-100,Others,590.0
175,68,158,Boots,AA16107520001,Boots Tea Tree  Witch Hazel Spot Wand (Day&Night)(parallel import),2-day group shipment,2.5,Boots - Boots Tea Tree  Witch Hazel Spot Wand (Day&Night)(parallel import),2.0,30.0,UR-CHOIZE,90,0-100,Moisturizer,2040.0
176,327,560,Biotherm,AA16107520001,Homme Age Fitness Advanced Eye  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Age Fitness Advanced Eye  -[Parallel Import Product],,30.0,Beautique,233,301-400,Moisturizer,9810.0
177,159,560,Balea,AA16107520001,德國 Balea 芭樂雅男士 抗衰老防皺 緊緻防曬日霜 50ml,2-day group shipment,,Balea - 德國 Balea 芭樂雅男士 抗衰老防皺 緊緻防曬日霜 50ml,,20.0,市集世界 Market Of All Nations,401,101-200,Moisturizer,3180.0
178,338,480,Kiehl's,AA16102540101,ULTRA FACIAL MOISYURIZER (FOR ALL SKIN TYPES) 250ML (Parallel Import),2-day group shipment,,Kiehl's - ULTRA FACIAL MOISYURIZER (FOR ALL SKIN TYPES) 250ML (Parallel Import),,,NOBO Cosmetics & Skincare Outlet,142,301-400,Others,
179,68,158,Wonjin,AA16100510001,Medi Hydro Vial Cleansing Foam 200ml(8809643670104),2-day group shipment,4.0,Wonjin - Medi Hydro Vial Cleansing Foam 200ml(8809643670104),1.0,,Jadora 日本美妝護膚,90,0-100,Cleansing Milk,
180,289,350,Atorrege AD+,AA16107520001,Barrier Veil (Cream) 40g (Parallel Import),2-day group shipment,,Atorrege AD+ - Barrier Veil (Cream) 40g (Parallel Import),,10.0,WAGAYA 日本生活百貨,61,201-300,Moisturizer,2890.0
181,293,607,IOPE,AA16107520001,Men Bio Essence Intensive Conditioning-Korea Direct Shipping,merchant delivery,,IOPE - Men Bio Essence Intensive Conditioning-Korea Direct Shipping,,10.0,Shipapa 쉽 파파,314,201-300,Moisturizer,2930.0
182,199,399,Klavuu,AA16107510001,Pure Pearlsation PH Balancing Quick Cleansing Pad 100pcs,2-day group shipment,,Klavuu - KLAVUU - Pure Pearlsation PH Balancing Quick Cleansing Pad 100pcs,,,Starbuy,200,101-200,Cleanser,
183,53,98,Shiseido 資生堂,AA16107520001,UNO Skincare Tank For Men #Moist 160ml [Parallel Import] (4901872449712),2-day group shipment,,Shiseido 資生堂 - UNO Skincare Tank For Men #Moist 160ml [Parallel Import] (4901872449712),,30.0,Royal Cosmetics,45,0-100,Moisturizer,1590.0
184,26,52,Shiseido 資生堂,AA16107510001,UNO whip wash mosit 130g (Green) (4901872449699),2-day group shipment,,Shiseido 資生堂 - UNO whip wash mosit 130g (Green) (4901872449699),,40.0,The One Baby,26,0-100,Cleanser,1040.0
185,152,169,Clubman,AA13107520001,(Authorised Goods),2-day group shipment,4.0,Clubman - 2 in 1 Beard Conditioner - 89ml - (Authorised Goods),2.0,10.0,May's,17,101-200,Others,1520.0
186,90,195,Laneige,AA16107510001,Multi Deep-Clean Cleanser 150ml (Parallel Import),2-day group shipment,,Laneige - Multi Deep-Clean Cleanser 150ml (Parallel Import),,10.0,NOBO Cosmetics & Skincare Outlet,105,0-100,Cleanser,900.0
187,138,195,Greenharmony,AA16107510001,Greenharmony Joajota Purity Pear Foam Cleanser 120ml x2,2-day group shipment,5.0,Greenharmony - Greenharmony Joajota Purity Pear Foam Cleanser 120ml x2,1.0,10.0,Starbuy,57,101-200,Cleanser,1380.0
188,268,383,LAB SERIES,AA16107520001,Lab Series Oil Control Clearing Solution  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series Oil Control Clearing Solution  -[Parallel Import Product],,20.0,Beautique,115,201-300,Moisturizer,5360.0
189,324,560,Shiseido,AA16107520001,Men Moisturizing Recovery Cream  -[Parallel Import Product],2-day group shipment,,Shiseido - Men Moisturizing Recovery Cream  -[Parallel Import Product],,30.0,Beautique,236,301-400,Moisturizer,9720.0
190,44,88,Insignia,AA16107530001,SHOWER GEL MOJITO WITH MINT EXTRACT 500ml (parallel import goods),2-day group shipment,1.0,Insignia - SHOWER GEL MOJITO WITH MINT EXTRACT 500ml (parallel import goods),1.0,40.0,SH SUPPLIES,44,0-100,After Shave Care,1760.0
191,395,633,Biotherm,AA16107520001,Homme Age Fitness Advanced  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Age Fitness Advanced  -[Parallel Import Product],,10.0,Beautique,238,301-400,Moisturizer,3950.0
192,200,250,Biotherm,AA16107520001,BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL REFRESHING LOTION 200ML [Parallel Import Product],2-day group shipment,,Biotherm - BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL REFRESHING LOTION 200ML [Parallel Import Product],,,PC Beauty,50,101-200,Moisturizer,
193,99,158,L'Oreal Paris,AA16107510001,Men Expert Desert Clay Foam Twin Packset*654796,2-day group shipment,5.0,L'Oreal Paris - Men Expert Desert Clay Foam Twin Packset*654796,2.0,10.0,L’Oreal Paris HK Flagship Store,59,0-100,Cleanser,990.0
194,1090,1100,LAMER,AA16102010101,The Treatment Lotion 150ml [Parallel import],2-day group shipment,,LAMER - The Treatment Lotion 150ml [Parallel import],,,ECCB Co Ltd,10,>1000,Others,
195,669,1142,Shiseido,AA16107520001,Men Skin Empowering Cream  -[Parallel Import Product],2-day group shipment,,Shiseido - Men Skin Empowering Cream  -[Parallel Import Product],,40.0,Beautique,473,601-700,Moisturizer,26760.0
196,558,820,Biotherm,AA16107520001,Biotherm  Force Supreme Youth Architect Cream 50ml  [parallel import],2-day group shipment,,Biotherm - Biotherm  Force Supreme Youth Architect Cream 50ml  [parallel import],,10.0,KINGSWAY BEAUTY,262,501-600,Moisturizer,5580.0
197,253,432,Clarins,AA13203530001,Men After Shave Soother  -[Parallel Import Product],2-day group shipment,5.0,Clarins - Men After Shave Soother  -[Parallel Import Product],2.0,40.0,Beautique,179,201-300,After Shave Care,10120.0
198,230,370,CLINIQUE,AA16107520001,CLINIQUE FOR MEN MAXIMUM HYDRATOR ACTIVATED WATER-GEL CONCENTRATE 48ML [Parallel Import Product],2-day group shipment,,CLINIQUE - CLINIQUE FOR MEN MAXIMUM HYDRATOR ACTIVATED WATER-GEL CONCENTRATE 48ML [Parallel Import Product],,,PC Beauty,140,201-300,Moisturizer,
199,38,55,Shiseido,AA16100510001,UNO潤洗顏 保濕洗面乳 130g (綠色滋潤) (4901872449699),2-day group shipment,5.0,Shiseido - UNO潤洗顏 保濕洗面乳 130g (綠色滋潤) (4901872449699),1.0,80.0,Jadora 日本美妝護膚,17,0-100,Cleansing Milk,3040.0
200,168,330,Biotherm,AA16107520001,Homme Total Recharge Eye Care  -[Parallel Import Product],2-day group shipment,2.5,Biotherm - Homme Total Recharge Eye Care  -[Parallel Import Product],2.0,90.0,Beautique,162,101-200,Moisturizer,15120.0
201,103,129,L'Oreal Paris,AA16107520001,Men Expert Hydra Sensitive Lotion*040119,2-day group shipment,1.0,L'Oreal Paris - Men Expert Hydra Sensitive Lotion*040119,1.0,10.0,L’Oreal Paris HK Flagship Store,26,101-200,Moisturizer,1030.0
202,55,88,MARHABA,AA16107530001,CASTOR OIL 50ml (parallel import goods),2-day group shipment,3.0,MARHABA - CASTOR OIL 50ml (parallel import goods),2.0,90.0,SH SUPPLIES,33,0-100,After Shave Care,4950.0
203,194,199,ACURE,AA13107520001,ULTRA HYDRATING 12 HOURS FACIAL MOISTURIZER,2-day group shipment,,ACURE - ULTRA HYDRATING 12 HOURS FACIAL MOISTURIZER,,,TimeStore 時代雜貨,5,101-200,Others,
204,86,146,3W CLINIC,AA16107530001,Moisturizing Freshness Essential Skin  -[Parallel Import Product],2-day group shipment,4.2,3W CLINIC - Homme Classic - Moisturizing Freshness Essential Skin  -[Parallel Import Product],4.0,30.0,Beautique,60,0-100,After Shave Care,2580.0
