,Discount price,Original Price,Product Brand,Product Category Code,Product Name,Promo Tag,Rating,Raw Product,Review,Sales,Vendor,Discount,Price Range,Product Category,Revenue
205,183,426,L'OCCITANE,AA13203530001,L'Occitan For Men After Shave Balm  -[Parallel Import Product],2-day group shipment,,L'OCCITANE - L'Occitan For Men After Shave Balm  -[Parallel Import Product],,40.0,Beautique,243,101-200,After Shave Care,7320.0
206,524,630,Kiehl's,AA16107520001,Oil Eliminator 24-Hour Anti-Moistirozer For Men 125ML (3605970677312) [Parallel Import],2-day group shipment,,Kiehl's - Oil Eliminator 24-Hour Anti-Moistirozer For Men 125ML (3605970677312) [Parallel Import],,20.0,The One Baby,106,501-600,Moisturizer,10480.0
207,79,135,BULLDOG,AA16107510001,Bulldog Oil Control Face Wash,2-day group shipment,,BULLDOG - Bulldog Oil Control Face Wash,,10.0,Edgewell Personal Care Hong Kong Official Flagship Store,56,0-100,Cleanser,790.0
208,75,130,Shiseido,AA13107520001,Men MG5 Skin Cream 50g [Parallel Imports],2-day group shipment,,Shiseido - Men MG5 Skin Cream 50g [Parallel Imports],,10.0,Trend Beauty Mart,55,0-100,Others,750.0
209,580,880,Biotherm,AA16107520001,Force Supreme Youth Architect Serum (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Youth Architect Serum (Parallel Import),,,AYO Cosmetic,300,501-600,Moisturizer,
210,261,449,LAB SERIES,AA13203530001,Lab Series Razor Burn Relief Ultra After Shave Therapy  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series Razor Burn Relief Ultra After Shave Therapy  -[Parallel Import Product],,50.0,Beautique,188,201-300,After Shave Care,13050.0
211,65,102,L'oreal,AA16107510001,Men Expert Hydra Energetic X Daily Purifying Wash  -[Parallel Import Product],2-day group shipment,4.0,L'oreal - Men Expert Hydra Energetic X Daily Purifying Wash  -[Parallel Import Product],1.0,30.0,Beautique,37,0-100,Cleanser,1950.0
212,91,135,Tigi,AA16107530001,Bed Head B For Men Fuel Around Nourishing Beard Oil  -[Parallel Import Product],2-day group shipment,,Tigi - Bed Head B For Men Fuel Around Nourishing Beard Oil  -[Parallel Import Product],,10.0,Beautique,44,0-100,After Shave Care,910.0
213,239,398,Kiehl's,AA16107520001,FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN 75ML [Parallel Import],2-day group shipment,,Kiehl's - FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN 75ML [Parallel Import],,,The One Baby,159,201-300,Moisturizer,
214,355,500,Biotherm,AA16107520001,Force Supreme Eye Architect Serum 15g (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Eye Architect Serum 15g (Parallel Import),,,AYO Cosmetic,145,301-400,Moisturizer,
215,184,365,Clarins,AA13203530001,Men Shave Ease Oil  -[Parallel Import Product],2-day group shipment,,Clarins - Men Shave Ease Oil  -[Parallel Import Product],,20.0,Beautique,181,101-200,After Shave Care,3680.0
216,68,158,Wonjin,AA16100510001,Medi Hydro Vial Cleansing Foam 200ml(8809643670104),2-day group shipment,5.0,Wonjin - Medi Hydro Vial Cleansing Foam 200ml(8809643670104),1.0,,Wishh Beauty,90,0-100,Cleansing Milk,
217,119,201,BULLDOG,AA16107520001,Bulldog Original Moisturiser,2-day group shipment,,BULLDOG - Bulldog Original Moisturiser,,,HYY Mart,82,101-200,Moisturizer,
218,310,455,AVEDA,AA16107520001,Men Pure-Formance Grooming Cream (Moisture &amp; Control Hydratation)  -[Parallel Import Product],2-day group shipment,,AVEDA - Men Pure-Formance Grooming Cream (Moisture &amp; Control Hydratation)  -[Parallel Import Product],,,Beautique,145,301-400,Moisturizer,
219,68,112,Shiseido,AA13201830001,UNO Hyaluronic Acid Toner 200ml,2-day group shipment,,Shiseido - UNO Hyaluronic Acid Toner 200ml,,10.0,美食宅急便,44,0-100,Others,680.0
220,219,398,Lancome,AA16107510001,Men Ultimate Cleansing Gel  -[Parallel Import Product],2-day group shipment,5.0,Lancome - Men Ultimate Cleansing Gel  -[Parallel Import Product],1.0,30.0,Beautique,179,201-300,Cleanser,6570.0
221,276,318,Fresh,AA16102520101,Parallel Import Goods,2-day group shipment,,Fresh - Rose Deep Hyrdation Face Cream 50ml - Parallel Import Goods,,,Miracle Store,42,201-300,Others,
222,119,149,L'Oreal Paris,AA16107520001,Men Expert Hydra Power Water Power Milk*271262,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power Water Power Milk*271262,,,L’Oreal Paris HK Flagship Store,30,101-200,Moisturizer,
223,69,95,LOREAL,AA13203530001,STUDIO INVISGROOM BALM 150ml (parallel import goods),2-day group shipment,,LOREAL - STUDIO INVISGROOM BALM 150ml (parallel import goods),,,SH SUPPLIES,26,0-100,After Shave Care,
224,64,79,L'Oreal Paris,AA16107510001,Men Expert Pure & Matte Oak Charcoal Icy Effect Foam 100ml [Parallel Import] (8992304025556),2-day group shipment,4.0,L'Oreal Paris - Men Expert Pure & Matte Oak Charcoal Icy Effect Foam 100ml [Parallel Import] (8992304025556),1.0,10.0,Royal Cosmetics,15,0-100,Cleanser,640.0
225,85,100,Shiseido,AA13107520001,Men MG5 Skin Conditioner 150ml [Parallel Imports],2-day group shipment,,Shiseido - Men MG5 Skin Conditioner 150ml [Parallel Imports],,10.0,Trend Beauty Mart,15,0-100,Others,850.0
226,138,320,L'Oreal Paris,AA16107520001,Men Expert Jet Lag Kit ( Moisturiser 50ml + Eye 10ml)   (Parallel Import),2-day group shipment,,L'Oreal Paris - Men Expert Jet Lag Kit ( Moisturiser 50ml + Eye 10ml)   (Parallel Import),,,PSL Beauty,182,101-200,Moisturizer,
227,79,135,BULLDOG,AA16107510001,Bulldog Original Face Scrub ,2-day group shipment,,BULLDOG - Bulldog Original Face Scrub ,,,Edgewell Personal Care Hong Kong Official Flagship Store,56,0-100,Cleanser,
228,348,566,Pola,AA11856530001,GALANTOMII Moisturizing Toner 180ml (parallel import),2-day group shipment,,Pola - GALANTOMII Moisturizing Toner 180ml (parallel import),,,BEAUTY FREE LIMITED,218,301-400,Others,
229,62,566,AHC,AA16107510001,Korea Hydra B5 Soothing Foam Cleanser 180ml(parallel import),2-day group shipment,,AHC - Korea Hydra B5 Soothing Foam Cleanser 180ml(parallel import),,30.0,UR-CHOIZE,504,0-100,Cleanser,1860.0
230,139,578,Biotherm,AA16107520001,HOMME AGE FITNESS EYE ADVANCED 15ML [Parallel Import] (3605540892602),2-day group shipment,,Biotherm - HOMME AGE FITNESS EYE ADVANCED 15ML [Parallel Import] (3605540892602),,10.0,The One Baby,439,101-200,Moisturizer,1390.0
231,179,256,L'oreal,AA16107520001,Men Expert Hydra Energetic Multi-Action 8 Anti-Fatigue Moisturizer  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Hydra Energetic Multi-Action 8 Anti-Fatigue Moisturizer  -[Parallel Import Product],,100.0,Beautique,77,101-200,Moisturizer,17900.0
232,79,135,BULLDOG,AA16107510001,Bulldog Oil Control Face Scrub ,2-day group shipment,,BULLDOG - Bulldog Oil Control Face Scrub ,,,Edgewell Personal Care Hong Kong Official Flagship Store,56,0-100,Cleanser,
233,375,460,Christian Dior,AA16107520001,Dior Homme Dermo System Anti Fatique Firming Eye Serum 15ml [Parallel Import],2-day group shipment,,Christian Dior - Dior Homme Dermo System Anti Fatique Firming Eye Serum 15ml [Parallel Import],,20.0,Beauty U & ME,85,301-400,Moisturizer,7500.0
234,98,460,Balea,AA16107520001,德國 Balea 芭樂雅男士 24小時 不油膩滋潤乳 75ml,2-day group shipment,,Balea - 德國 Balea 芭樂雅男士 24小時 不油膩滋潤乳 75ml,,10.0,市集世界 Market Of All Nations,362,0-100,Moisturizer,980.0
235,149,460,Balea,AA16107520001,德國 Balea 芭樂雅男士 抗衰老防皺 緊緻眼霜 15ml,2-day group shipment,,Balea - 德國 Balea 芭樂雅男士 抗衰老防皺 緊緻眼霜 15ml,,10.0,市集世界 Market Of All Nations,311,101-200,Moisturizer,1490.0
236,220,260,Biotherm,AA16107510001,Excell Bright Brightening Peeling Cleanser (Parallel Import),2-day group shipment,,Biotherm - Excell Bright Brightening Peeling Cleanser (Parallel Import),,,AYO Cosmetic,40,201-300,Cleanser,
237,49,69,1028,AA16107510001,超綿感泡泡亮白洗面乳 (到期日: 2021-06-19),2-day group shipment,,1028 - 超綿感泡泡亮白洗面乳 (到期日: 2021-06-19),,10.0,Pink Labo,20,0-100,Cleanser,490.0
238,79,163,L'oreal,AA16107520001,Men Expert Anti-Rimpel Hydrating Creme  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Anti-Rimpel Hydrating Creme  -[Parallel Import Product],,30.0,Beautique,84,0-100,Moisturizer,2370.0
239,60,150,Shiseido,AA16107510001,UNO Hot Gel Cleans for Men 130g x 2 pcs. (Parallel Import),2-day group shipment,,Shiseido - UNO Hot Gel Cleans for Men 130g x 2 pcs. (Parallel Import),,,NOBO Cosmetics & Skincare Outlet,90,0-100,Cleanser,
240,235,295,Biotherm,AA16107510001,AQUAPOWER Cooling Fresh Gel  75ml [parallel import],2-day group shipment,1.0,Biotherm - AQUAPOWER Cooling Fresh Gel  75ml [parallel import],1.0,,Miracle Store,60,201-300,Cleanser,
241,287,551,IOPE,AA16107520001,Men All Day Perfect Tone Up All In One-Korea Direct Shipping,merchant delivery,,IOPE - Men All Day Perfect Tone Up All In One-Korea Direct Shipping,,,Shipapa 쉽 파파,264,201-300,Moisturizer,
242,228,285,Dr.G,AA16107520001,R.E.D Blemish® For Men Multi Soothing Toner,2-day group shipment,,Dr.G - R.E.D Blemish® For Men Multi Soothing Toner,,,Sasa 莎莎香港旗艦店,57,201-300,Moisturizer,
243,48,108,Health with you,AA16103010001,ZWSehoo Plant Selenium Back Mask (10 pieces) Deep Hydration Moisturizing Brighten(Parallel imported products),2-day group shipment,,Health with you - ZWSehoo Plant Selenium Back Mask (10 pieces) Deep Hydration Moisturizing Brighten(Parallel imported products),,,Health With You Lifestyle Store,60,0-100,Others,
244,329,558,Brickell,AA16107520001,Men's Purifying Charcoal Face Wash 237ml,2-day group shipment,,Brickell - Men's Purifying Charcoal Face Wash 237ml,,,Global Brand 全球直送,229,301-400,Moisturizer,
245,128,188,Farmstay,AA16108000001,Visible Difference Black Snail Homme set,2-day group shipment,,Farmstay - Visible Difference Black Snail Homme set,,30.0,Trend Beauty Mart,60,101-200,Others,3840.0
246,728,980,Biotherm,AA16107520001,Biotherm -Men's Super Hydro Power Three-piece Set [parallel import],2-day group shipment,5.0,Biotherm - Biotherm -Men's Super Hydro Power Three-piece Set [parallel import],2.0,10.0,KINGSWAY BEAUTY,252,701-800,Moisturizer,7280.0
247,232,332,Billy Jealousy,AA16107510001,Signature White Knight Gentle Daily Facial Cleanser -[Parallel Import Product],2-day group shipment,,Billy Jealousy - Signature White Knight Gentle Daily Facial Cleanser -[Parallel Import Product],,,Beautique,100,201-300,Cleanser,
248,369,560,Kiehl's,AA16107520001,Facial Fuel Energizing Moisture Treatment For Men  -[Parallel Import Product],2-day group shipment,3.0,Kiehl's - Facial Fuel Energizing Moisture Treatment For Men  -[Parallel Import Product],2.0,100.0,Beautique,191,301-400,Moisturizer,36900.0
249,368,583,Biotherm,AA16107520001,Homme Total Recharge Non-Stop Moisturizer  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Total Recharge Non-Stop Moisturizer  -[Parallel Import Product],,30.0,Beautique,215,301-400,Moisturizer,11040.0
250,250,320,Biotherm,AA16107520001,Force Supreme Anti-Aging Cleanser (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Anti-Aging Cleanser (Parallel Import),,,AYO Cosmetic,70,201-300,Moisturizer,
251,138,268,Fancl,AA16100510001,Men Face Wash 180ml (4908049342609),2-day group shipment,,Fancl - Men Face Wash 180ml (4908049342609),,,Wishh Beauty,130,101-200,Cleansing Milk,
252,198,350,Alteya,AA16107510001,Organics Rose Jasminium Purifying Face Cleanser 150ml (Best Before: 03/2021),2-day group shipment,,Alteya - Organics Rose Jasminium Purifying Face Cleanser 150ml (Best Before: 03/2021),,,Ducky's Wellness,152,101-200,Cleanser,
253,588,860,Biotherm,AA16108000001, Aquapower Hydration Program Set (Cleanser 125ml+Lotion 200ml+Gel 75ml) (parallel good),2-day group shipment,,Biotherm -  Aquapower Hydration Program Set (Cleanser 125ml+Lotion 200ml+Gel 75ml) (parallel good),,,PSL Beauty,272,501-600,Others,
254,210,380,TOUCHBeauty,AA16107510001,5 in 1 men's trimmer set,2-day group shipment,,TOUCHBeauty - 5 in 1 men's trimmer set,,,AKM Lifesytle,170,201-300,Cleanser,
255,280,523,IOPE,AA16107520001,Men Anti-Aging Emulsion-Korea Direct Shipping,merchant delivery,1.0,IOPE - Men Anti-Aging Emulsion-Korea Direct Shipping,1.0,,Shipapa 쉽 파파,243,201-300,Moisturizer,
256,140,175,Dr.G,AA16107510001,Red Blemish For Men Gentle Cleansing Foam,2-day group shipment,,Dr.G - Red Blemish For Men Gentle Cleansing Foam,,,Sasa 莎莎香港旗艦店,35,101-200,Cleanser,
257,160,200,Bulgarian Rose,AA11856530001,Rose After Shave Balm (For Men) 50ml,2-day group shipment,,Bulgarian Rose - Rose After Shave Balm (For Men) 50ml,,,Ducky's Wellness,40,101-200,Others,
258,111,159,Mario Badescu,AA16107530001,Shaving Cream  -[Parallel Import Product],2-day group shipment,,Mario Badescu - Shaving Cream  -[Parallel Import Product],,,Beautique,48,101-200,After Shave Care,
259,48,78,jigott,AA13107520001,Essence Control Lotion 150ml,2-day group shipment,,jigott - Essence Control Lotion 150ml,,10.0,Trend Beauty Mart,30,0-100,Others,480.0
260,389,650,The Art Of Shaving,AA16107530001,Oud  -[Parallel Import Product],2-day group shipment,,The Art Of Shaving - After Shave Balm - Oud  -[Parallel Import Product],,,Beautique,261,301-400,After Shave Care,
261,69,79,1028,AA16107510001,[Crazy MORE Dollar]溫和潔淨泡泡慕絲 150ML (到期日: 2021-05-24),2-day group shipment,,1028 - [Crazy MORE Dollar]溫和潔淨泡泡慕絲 150ML (到期日: 2021-05-24),,10.0,Pink Labo,10,0-100,Cleanser,690.0
262,160,375,PRIMERA,AA16107520001,Treatment lotion 180ml,2-day group shipment,,PRIMERA - Treatment lotion 180ml,,,Golden Cosmetic & Beauty Limited,215,101-200,Moisturizer,
263,79,375,Elkos,AA16107520001,MOAN】,2-day group shipment,,Elkos - EDEKA elkos moisturizer 50 ml【市集世界 - MOAN】,,20.0,市集世界 Market Of All Nations,296,0-100,Moisturizer,1580.0
264,79,504,Shiseido,AA16107520001,MG5 Skin Conditioner(F) 150ml,2-day group shipment,,Shiseido - MG5 Skin Conditioner(F) 150ml,,10.0,Beauty Soulmates,425,0-100,Moisturizer,790.0
265,26,68,Shiseido,AA16107510001,Scrub)(4901872449682),2-day group shipment,5.0,Shiseido - UNO Whip Wash Scrub Cleanser 130g (Blue - Scrub)(4901872449682),1.0,,Wishh Beauty,42,0-100,Cleanser,
266,38,68,Shiseido,AA16107510001,UNO 保濕洗面乳 130g (綠色滋潤) (4901872449699),2-day group shipment,,Shiseido - UNO 保濕洗面乳 130g (綠色滋潤) (4901872449699),,,Wishh Beauty,30,0-100,Cleanser,
267,320,560,Biotherm,AA16107520001,Homme Sensitive Force Recovering Balm  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Sensitive Force Recovering Balm  -[Parallel Import Product],,,Beautique,240,301-400,Moisturizer,
268,368,680,Biotherm,AA16108000001,AQUA POWER Hydration Duo Cleanser 125ml +  Emulsion 75ml  (Parallel Import),2-day group shipment,,Biotherm - AQUA POWER Hydration Duo Cleanser 125ml +  Emulsion 75ml  (Parallel Import),,,NOBO Cosmetics & Skincare Outlet,312,301-400,Others,
269,136,680,Fancl,AA16107510001,Men Face Wash 180ml (Parallel Imports),2-day group shipment,,Fancl - Men Face Wash 180ml (Parallel Imports),,,snailstore,544,101-200,Cleanser,
270,1699,2499,EMK Beverly Hills,AA16100540001,24K Gold Peeling Gel,2-day group shipment,,EMK Beverly Hills - 24K Gold Peeling Gel,,,EMK Skincare HK,800,>1000,Others,
271,148,185,MDOC,AA16107510001,Relief Foam Cleansing 150g,merchant delivery,,MDOC - Relief Foam Cleansing 150g,,,Shipapa 쉽 파파,37,101-200,Cleanser,
272,299,185,Rire,AA16100530001,All Kill Acne Cleanser 500ml,2-day group shipment,,Rire - RiRe - All Kill Acne Cleanser 500ml,,,Starbuy,-114,201-300,Others,
273,42,64,Shiseido,AA13101010001,UNO Face Wash Whip Speedy 130ml Refill ,2-day group shipment,,Shiseido - UNO Face Wash Whip Speedy 130ml Refill ,,,美食宅急便,22,0-100,Others,
274,187,330,LAB SERIES,AA16107510001,Lab Series Oil Control Clay Cleanser + Mask,2-day group shipment,,LAB SERIES - Lab Series Oil Control Clay Cleanser + Mask,,10.0,Beautique,143,101-200,Cleanser,1870.0
275,340,500,Biotherm,AA16107520001,BIOTHERM HOMME FORCE SUPREME EYE ARCHITECT SERUM 15ML [Parallel Import Product],2-day group shipment,,Biotherm - BIOTHERM HOMME FORCE SUPREME EYE ARCHITECT SERUM 15ML [Parallel Import Product],,,PC Beauty,160,301-400,Moisturizer,
276,130,198,ATREUS,AA16108000001,Men's Refreshing Triple Set (180ml+120ml+120ml) [Parallel Import] (8857124260788),2-day group shipment,,ATREUS - Men's Refreshing Triple Set (180ml+120ml+120ml) [Parallel Import] (8857124260788),,,Royal Cosmetics,68,101-200,Others,
277,519,798,COSME DECORTE,AA16107520001,Prime Latte Emulsion Skin Care 150ml,2-day group shipment,,COSME DECORTE - Prime Latte Emulsion Skin Care 150ml,,10.0,Vanessa Beauty,279,501-600,Moisturizer,5190.0
278,129,798,Balea,AA16107530001,德國 Balea 芭樂雅男士 2合1皮膚鬍鬚保養啫喱 (冇油清爽型) 50ml,2-day group shipment,,Balea - 德國 Balea 芭樂雅男士 2合1皮膚鬍鬚保養啫喱 (冇油清爽型) 50ml,,,市集世界 Market Of All Nations,669,101-200,After Shave Care,
279,48,78,jigott,AA16101500001,Essence Control Skin 150ml,2-day group shipment,,jigott - Essence Control Skin 150ml,,10.0,Trend Beauty Mart,30,0-100,Others,480.0
280,218,268,Kiehl's,AA16107510001,Facial Fuel Energizing Face Wash 250ml,2-day group shipment,4.0,Kiehl's - Facial Fuel Energizing Face Wash 250ml,1.0,70.0,Sun Grocery HK Limited,50,201-300,Cleanser,15260.0
281,180,230,Biotherm,AA16107510001,BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL FRESH GEL ULTRA CLEANSER 125ML [Parallel Import Product],2-day group shipment,,Biotherm - BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL FRESH GEL ULTRA CLEANSER 125ML [Parallel Import Product],,,PC Beauty,50,101-200,Cleanser,
282,28,65,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Pure (4710221260119),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Pure (4710221260119),,,Wishh Beauty,37,0-100,Cleanser,
283,240,300,Dr.G,AA16107520001,Red Blemish for Men All in one Fluid,2-day group shipment,,Dr.G - Red Blemish for Men All in one Fluid,,,Sasa 莎莎香港旗艦店,60,201-300,Moisturizer,
284,160,370,PRIMERA,AA16107520001,Men emulsion 150ml,2-day group shipment,5.0,PRIMERA - Men emulsion 150ml,1.0,,Golden Cosmetic & Beauty Limited,210,101-200,Moisturizer,
285,175,290,MARLOWE.,AA16107520001,No. 122 Men's Facial Scrub 177ml,2-day group shipment,,MARLOWE. - No. 122 Men's Facial Scrub 177ml,,,Global Brand 全球直送,115,101-200,Moisturizer,
286,319,558,RUGGED & DAPPER,AA16107520001,Daily Power Scrub Facial Cleanser 237ml,2-day group shipment,,RUGGED & DAPPER - Daily Power Scrub Facial Cleanser 237ml,,,Global Brand 全球直送,239,301-400,Moisturizer,
287,113,162,L'oreal,AA16107510001,Men Expert Pure &amp; Matte Icy Effect Charcoal Black Foam  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Pure &amp; Matte Icy Effect Charcoal Black Foam  -[Parallel Import Product],,30.0,Beautique,49,101-200,Cleanser,3390.0
288,464,700,Biotherm,AA16107520001,Homme Excell Bright Brightening Peeling Moisturizer  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Excell Bright Brightening Peeling Moisturizer  -[Parallel Import Product],,10.0,Beautique,236,401-500,Moisturizer,4640.0
289,247,364,Biotherm,AA16107520001,HOMME AQUAPOWER ULTRA MOISTURIZING 75ML  (Parallel Import),2-day group shipment,,Biotherm - HOMME AQUAPOWER ULTRA MOISTURIZING 75ML  (Parallel Import),,,The One Baby,117,201-300,Moisturizer,
290,28,65,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Fresh (4710221260133),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Fresh (4710221260133),,,Wishh Beauty,37,0-100,Cleanser,
291,294,537,IOPE,AA16107520001,Men Hydro Force Cream-Korea Direct Shipping,merchant delivery,,IOPE - Men Hydro Force Cream-Korea Direct Shipping,,,Shipapa 쉽 파파,243,201-300,Moisturizer,
292,90,537,De Lorenzo,AA16107510001,Dman Shave Cream 120ml,2-day group shipment,,De Lorenzo - Dman Shave Cream 120ml,,,H&B,447,0-100,Cleanser,
293,660,537,Black Pearl,AA16107530001,Men Divinity Moisturizer Face And Baldness 50ml,2-day group shipment,,Black Pearl - Men Divinity Moisturizer Face And Baldness 50ml,,,Black Pearl,-123,601-700,After Shave Care,
294,98,105,Le Mont Botanique,AA16107510001,LMB  Switzerland Fresh & Natural Active Skincare-  Active Face Wash 100ml,2-day group shipment,,Le Mont Botanique - LMB  Switzerland Fresh & Natural Active Skincare-  Active Face Wash 100ml,,,AHK LIVING LIMITED,7,0-100,Cleanser,
295,91,135,Tigi,AA16107530001,Bed Head B For Men Balm Down Cooling Aftershave  -[Parallel Import Product],2-day group shipment,,Tigi - Bed Head B For Men Balm Down Cooling Aftershave  -[Parallel Import Product],,10.0,Beautique,44,0-100,After Shave Care,910.0
296,91,135,Tigi,AA16107530001,Bed Head B For Men Lion Tamer Beard &amp; Hair Balm  -[Parallel Import Product],2-day group shipment,,Tigi - Bed Head B For Men Lion Tamer Beard &amp; Hair Balm  -[Parallel Import Product],,,Beautique,44,0-100,After Shave Care,
297,505,710,Biotherm,AA16107520001,Force Supreme Youth Architect Cream (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Youth Architect Cream (Parallel Import),,,AYO Cosmetic,205,501-600,Moisturizer,
298,79,133,BULLDOG,AA16107510001,Bulldog Oil Control Face Wash,2-day group shipment,,BULLDOG - Bulldog Oil Control Face Wash,,,HYY Mart,54,0-100,Cleanser,
299,384,660,Ella Bache,AA16107520001,Maximum Anti-Fatigue Roll-On Eye Gel  -[Parallel Import Product],2-day group shipment,,Ella Bache - Maximum Anti-Fatigue Roll-On Eye Gel  -[Parallel Import Product],,,Beautique,276,301-400,Moisturizer,
300,119,139,Olivos,AA13200520001,OLIVOS Camel Milk Hand Soap 150G,2-day group shipment,,Olivos - OLIVOS Camel Milk Hand Soap 150G,,,beautiTAB - directly represents Turkish personal care products,20,101-200,Others,
301,476,773,Christian Dior,AA13203530001,Fahrenheit After Shave Splash  -[Parallel Import Product],2-day group shipment,,Christian Dior - Fahrenheit After Shave Splash  -[Parallel Import Product],,,Beautique,297,401-500,After Shave Care,
302,550,773,Black Pearl,AA16107530001,Men Valour After Shave Balm 150ml,2-day group shipment,,Black Pearl - Men Valour After Shave Balm 150ml,,,Black Pearl,223,501-600,After Shave Care,
303,660,773,Black Pearl,AA16107530001,Men Gel Serum Face & Eye 50ml,2-day group shipment,,Black Pearl - Men Gel Serum Face & Eye 50ml,,,Black Pearl,113,601-700,After Shave Care,
304,91,130,Tigi,AA16107530001,Bed Head B For Men Mo Rider Moustache Crafter  -[Parallel Import Product],2-day group shipment,,Tigi - Bed Head B For Men Mo Rider Moustache Crafter  -[Parallel Import Product],,,Beautique,39,0-100,After Shave Care,
305,140,162,Kiehl's,AA16101500001,Parallel Import Goods,2-day group shipment,,Kiehl's - Ultra Facial Toner 250ML - Parallel Import Goods,,,Miracle Store,22,101-200,Others,
306,223,344,Biotherm,AA16107510001,HOMME AQUAPOWER CLEANSER 125ML  (Parallel Import),2-day group shipment,,Biotherm - HOMME AQUAPOWER CLEANSER 125ML  (Parallel Import),,,The One Baby,121,201-300,Cleanser,
307,322,370,Biotherm,AA16107510001,AQUAPOWER 72H Gel-Cream  50ml [parallel import],2-day group shipment,,Biotherm - AQUAPOWER 72H Gel-Cream  50ml [parallel import],,,Miracle Store,48,301-400,Cleanser,
308,408,480,Clarins,AA16107520001,MEN REVITALIZING GEL [Parallel Import],2-day group shipment,,Clarins - MEN REVITALIZING GEL [Parallel Import],,,Sasa 莎莎香港旗艦店,72,401-500,Moisturizer,
309,155,178,Balm Balm,AA16106520001,100% Organic Fragrance Free Body Oil  100ml,2-day group shipment,,Balm Balm - 100% Organic Fragrance Free Body Oil  100ml,,,Miracle Store,23,101-200,Others,
310,28,65,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Acnes (4710221260201),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Acnes (4710221260201),,,Wishh Beauty,37,0-100,Cleanser,
311,128,136,Organicole.,AA16100550001,Bamboo Charcoal,2-day group shipment,,Organicole. - Goat Milk Soap - Bamboo Charcoal,,,MICCHILIN STORE,8,101-200,Others,
312,1999,2700,LAMER,AA16102510101,Crème de la Mer (Moisturizing Cream) 60ml [Parallel Shipment],2-day group shipment,,LAMER - Crème de la Mer (Moisturizing Cream) 60ml [Parallel Shipment],,,ECCB Co Ltd,701,>1000,Others,
313,329,558,Brickell,AA16107520001,Men's Clarifying Gel Face Wash 237ml,2-day group shipment,,Brickell - Men's Clarifying Gel Face Wash 237ml,,,Global Brand 全球直送,229,301-400,Moisturizer,
314,449,698,Brickell,AA16107520001,Men's Daily Essential Face Moisturizer 118ml,2-day group shipment,,Brickell - Men's Daily Essential Face Moisturizer 118ml,,,Global Brand 全球直送,249,401-500,Moisturizer,
315,49,62,Shiseido,AA16107510001,UNO  Cool Natural Mud Cleansing Gel 130g (Blue),2-day group shipment,,Shiseido - UNO  Cool Natural Mud Cleansing Gel 130g (Blue),,,Life Style,13,0-100,Cleanser,
316,320,555,Penhaligon's,AA16107530001,Blenheim Bouquet After Shave Balm,2-day group shipment,,Penhaligon's - Blenheim Bouquet After Shave Balm,,,Beautique,235,301-400,After Shave Care,
317,189,315,Kiehl's,AA16107520001,FACIAL FUEL ENERGIZING TONIC FOR MEN 250ML [Parallel Import],2-day group shipment,,Kiehl's - FACIAL FUEL ENERGIZING TONIC FOR MEN 250ML [Parallel Import],,,The One Baby,126,101-200,Moisturizer,
318,199,228,Kiehl's,AA16101500001,Parallel Import Goods,2-day group shipment,,Kiehl's - Cucumber Herbal Alocohol-Free Toner 500ML - Parallel Import Goods,,,Miracle Store,29,101-200,Others,
319,198,580,Biotherm,AA16107520001,HOMME TOTAL RECHARGE NON-STOP MOISTURIZER FATIGUE SIGNS REDUCER 50ML [Parallel Import] (3605540945285),2-day group shipment,,Biotherm - HOMME TOTAL RECHARGE NON-STOP MOISTURIZER FATIGUE SIGNS REDUCER 50ML [Parallel Import] (3605540945285),,,The One Baby,382,101-200,Moisturizer,
320,187,215,Biotherm,AA16100520001,Homme T-PUR PURIFYING CLEANSER  125ml [parallel import],2-day group shipment,,Biotherm - Homme T-PUR PURIFYING CLEANSER  125ml [parallel import],,,Miracle Store,28,101-200,Others,
321,288,320,Triumph&Disaster,AA16107510001,Face Cleanser 150ml,2-day group shipment,,Triumph&Disaster - Triumph & Disaster Ritual - Face Cleanser 150ml,,,SINOWIZS LIMITED,32,201-300,Cleanser,
