,Discount price,Original Price,Product Brand,Product Category Code,Product Name,Promo Tag,Rating,Raw Product,Review,Sales,Vendor
121,58.00, 79.00,L'Oreal Paris,AA16107510001,Men Expert Pure & Matte Volcano Mineral Anti-Imperfection Red Foam 100ml [Parallel Import],2-day group shipment,4,L'Oreal Paris - Men Expert Pure & Matte Volcano Mineral Anti-Imperfection Red Foam 100ml [Parallel Import],1,60,Royal Cosmetics
122,76.00, 95.00,L'Oreal Paris,AA16107520001,MEX PM CARE LIQUID SOAP 150ML*256320,2-day group shipment,2.5,L'Oreal Paris - MEX PM CARE LIQUID SOAP 150ML*256320,2,20,L’Oreal Paris HK Flagship Store
123,33.00, 40.00,Shiseido ,AA16107510001,UNO Men's Face Whip Wash 130g (Black),2-day group shipment,4.428571428571429,Shiseido  - UNO Men's Face Whip Wash 130g (Black),7,100,My King Aus
124,148.00, 268.00,Fancl,AA16107510001,Men Face Wash 180ml (Parallel Import),2-day group shipment,,Fancl - Men Face Wash 180ml (Parallel Import),,30,Pretties HK
125,534.00, 763.00,Kiehl's,AA16107520001,Men's Oil Eliminator 24-Hour Anti-Shing Moisturizer -[Parallel Import Product],2-day group shipment,5,Kiehl's - Men's Oil Eliminator 24-Hour Anti-Shing Moisturizer -[Parallel Import Product],1,30,Beautique
126,71.20, 89.00,L'Oreal Paris,AA16107510001,Men Expert Hydra Energetic Icy Cleansing Gel *034534,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Energetic Icy Cleansing Gel *034534,,40,L’Oreal Paris HK Flagship Store
127,187.00,399,Medicube,AA16100530001,Medicube Red Foam Cleanser 230ml (anti acne 水楊酸Salicylic Acid),2-day group shipment,,Medicube - Medicube Red Foam Cleanser 230ml (anti acne 水楊酸Salicylic Acid),,10,Starbuy
128,490.00, 873.00,LAB SERIES,AA16107520001,Lab Series Future Rescue Repair Serum  -[Parallel Import Product],2-day group shipment,5,LAB SERIES - Lab Series Future Rescue Repair Serum  -[Parallel Import Product],1,30,Beautique
129,80.00, 180.00,L'oreal,AA16107520001,Men Expert Hydra Energetic Quenching Gel (Pump)  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Hydra Energetic Quenching Gel (Pump)  -[Parallel Import Product],,100,Beautique
130,71.20, 89.00,L'Oreal Paris,AA16107520001,Men Expert Hydra Power White Polar Cleanser*932751,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power White Polar Cleanser*932751,,20,L’Oreal Paris HK Flagship Store
131,28.00, 65.00,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Acnes (4710221260201),2-day group shipment,5,Cellina - Carbondeep Men's Cleansing Foam 100g Acnes (4710221260201),2,30,Jadora 日本美妝護膚
132,219.00, 319.00,Fancl,AA16107520001,Men All-In-One Skin Conditioner I 60ml (Parallel Import),2-day group shipment,,Fancl - Men All-In-One Skin Conditioner I 60ml (Parallel Import),,20,Pretties HK
133,59.00,99 | Clearance Offer,Balea,AA16107520001,Men Energy Q10 Intensive Cream 50ml (Parallel Import) EXP:Feb-2021,2-day group shipment,,Balea - Men Energy Q10 Intensive Cream 50ml (Parallel Import) EXP:Feb-2021,,20,Pretties HK
134,28.00, 65.00,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Fresh (4710221260133),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Fresh (4710221260133),,20,Jadora 日本美妝護膚
135,"1,292.00"," 1,880.00",LAMER,AA16107520001,LA MER Crème de la Mer (Moisturizing Cream) 30ml [Parallel Import Product],2-day group shipment,5,LAMER - LA MER Crème de la Mer (Moisturizing Cream) 30ml [Parallel Import Product],2,20,KINGSWAY BEAUTY
136,89.00," 1,880.00",Elkos,AA16107520001,MOAN】,2-day group shipment,5,Elkos - EDEKA elkos face cream 50 ml【市集世界 - MOAN】,1,60,市集世界 Market Of All Nations
137,145.00, 184.00,LOREAL,AA16107510001,MEN EXPERT ANTI AGEING REVITALISING GEL 50ml  (parallel import goods),2-day group shipment,5,LOREAL - MEN EXPERT ANTI AGEING REVITALISING GEL 50ml  (parallel import goods),1,50,SH SUPPLIES
138,38.00, 54.00,Shiseido,AA16107510001,Uno Men's Face Wash Whip Wash Scrub 130g (Blue),2-day group shipment,5,Shiseido - Uno Men's Face Wash Whip Wash Scrub 130g (Blue),3,200,NANA MALL
139,365.00, 420.00,Biotherm,AA16107520001,Force Supreme Anti-Aging Lotion (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Anti-Aging Lotion (Parallel Import),,,AYO Cosmetic
140,404.00, 739.00,Biotherm,AA16107520001,Homme Age Fitness Advanced Night  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Age Fitness Advanced Night  -[Parallel Import Product],,20,Beautique
141,230.00, 380.00,Biotherm,AA16107520001,BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL CARE DYNAMIC HYDRATION 75ML [Parallel Import Product],2-day group shipment,,Biotherm - BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL CARE DYNAMIC HYDRATION 75ML [Parallel Import Product],,,PC Beauty
142,338.00, 418.00,Innisfree,AA16108000001,Forest For Men Fresh Skin Care Set 5pcs,2-day group shipment,,Innisfree - Forest For Men Fresh Skin Care Set 5pcs,,,Golden Cosmetic & Beauty Limited
143,105.00, 132.00,Curel,AA16107510001,深層控油保濕泡沫潔面乳 130ml ((補充裝)),2-day group shipment,,Curel - 深層控油保濕泡沫潔面乳 130ml ((補充裝)),,70,Life Style
144,395.00, 658.00,Kiehl's,AA16107520001,FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN 200ML [Parallel Import],2-day group shipment,,Kiehl's - FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN 200ML [Parallel Import],,10,The One Baby
145,172.00, 289.00,The History Of Whoo,AA16107510001,Foam Cleanser for Men 180ml,2-day group shipment,,The History Of Whoo - Foam Cleanser for Men 180ml,,10,Golden Cosmetic & Beauty Limited
146,251.00, 359.00,LAB SERIES,AA16107530001,Lab Series Electric Shave Solution,2-day group shipment,,LAB SERIES - Lab Series Electric Shave Solution,,60,Beautique
147,124.00, 155.00,L'Oreal Paris,AA16107520001,Men Expert Hydra Energetic Creatine Anti-Fatigue Serum*019167,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Energetic Creatine Anti-Fatigue Serum*019167,,20,L’Oreal Paris HK Flagship Store
148,158.00, 500.00,CURÉL,AA16107520001,Intensive Moisture Cream 40g,2-day group shipment,5,CURÉL - Intensive Moisture Cream 40g,1,90,The One Baby
149,358.00, 996.00,Tanda Zap,AA16107520001,2 Unit,2-day group shipment,,Tanda Zap - Acne Clearing Device - 2 Unit,,20,Maiia Origin Hong Kong
150,42.00, 64.00,Shiseido,AA13101010001,UNO Face Wash Whip Speedy 130ml Refill ,2-day group shipment,4,Shiseido - UNO Face Wash Whip Speedy 130ml Refill ,1,40,Beauty Soulmates
151,119.20, 149.00,L'Oreal Paris,AA16107520001,Men Expert Hydra Power White Polar Tone Up Cream*932553,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power White Polar Tone Up Cream*932553,,10,L’Oreal Paris HK Flagship Store
152,68.00, 94.00,Shiseido,nan,Oil Control 160ml,2-day group shipment,4.5,Shiseido - Uno Skincare Tank Moisturizing Lotion for Men - Oil Control 160ml,2,100,NANA MALL
153,448.00, 812.00,LAB SERIES,AA16107520001,Lab Series Max LS Matte Renewal Lotion  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series Max LS Matte Renewal Lotion  -[Parallel Import Product],,100,Beautique
154,165.00, 210.00,Melvita,AA13101520001,Flora Bouquet Cleansing Micellar Water,2-day group shipment,,Melvita - Flora Bouquet Cleansing Micellar Water,,30,Miss Organic
155,88.00, 155.00,L'Oreal Paris,AA16107520001,Men Expert Hydra EnergeticAnti-Fatigue Daily Moisturising Lotion 50ml   (Parallel Import),2-day group shipment,,L'Oreal Paris - Men Expert Hydra EnergeticAnti-Fatigue Daily Moisturising Lotion 50ml   (Parallel Import),,10,PSL Beauty
156,79.20, 135.00,BULLDOG,AA16107510001,Bulldog Original Face Wash,2-day group shipment,,BULLDOG - Bulldog Original Face Wash,,20,Edgewell Personal Care Hong Kong Official Flagship Store
157,65.00, 79.00,L'Oreal Paris,AA16107510001,[Parallel Import Product],2-day group shipment,,L'Oreal Paris - Men Expert Pure & Matte Icy Charcoal Foam 100ml - [Parallel Import Product],,,Beautifier
158,552.00, 873.00,Giorgio Armani,AA13203530001,Acqua Di Gio After Shave Lotion  -[Parallel Import Product],2-day group shipment,,Giorgio Armani - Acqua Di Gio After Shave Lotion  -[Parallel Import Product],,10,Beautique
159,124.00, 278.00,Sulwhasoo 雪花秀,AA16100510001,Gentle Cleansing Foam 200ml (8809559331021/8809685828570) (Random shipment of new and old packaging),2-day group shipment,5,Sulwhasoo 雪花秀 - Gentle Cleansing Foam 200ml (8809559331021/8809685828570) (Random shipment of new and old packaging),1,10,Jadora 日本美妝護膚
160,72.00, 89.00,L'Oreal Paris,AA16107510001,Men Expert Hydra Power Water Power Duo Foam 100ml [Parallel Import] (6955818272313),2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power Water Power Duo Foam 100ml [Parallel Import] (6955818272313),,30,Royal Cosmetics
161,66.00, 89.00,L'Oreal Paris,AA16107510001,Men Expert Hydra Energetic Detoxifying Foam 100ml [Parallel Import] (8992304002908),2-day group shipment,,L'Oreal Paris - Men Expert Hydra Energetic Detoxifying Foam 100ml [Parallel Import] (8992304002908),,30,Royal Cosmetics
162,201.00, 273.00,The History Of Whoo,AA16107510001,Foam Cleanser for Men 180ml,2-day group shipment,5,The History Of Whoo - Foam Cleanser for Men 180ml,2,60,NANA MALL
163,65.00, 89.00,L'Oreal Paris,AA16100540001,[Parallel Import Product],2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power Watery Foaming Gel 100ml - [Parallel Import Product],,10,Beautifier
164,49.00, 61.00,Shiseido,AA16107510001,UNO Whip Speedy 150ml (Grey),2-day group shipment,4.8,Shiseido - UNO Whip Speedy 150ml (Grey),5,200,Life Style
165,118.00, 200.00,L'Oreal Paris,AA16107520001,[Parallel Import Product],2-day group shipment,4,L'Oreal Paris - Men Expert  Set (Shave Foam 50ml + Anti-Perspirant 48H 50ml + Refreshin) - [Parallel Import Product],1,,Beautifier
166,119.20, 149.00,L'Oreal Paris,AA16107520001,Men Expert HYDRA POWER WATER POWER Cream*277189,2-day group shipment,,L'Oreal Paris - Men Expert HYDRA POWER WATER POWER Cream*277189,,10,L’Oreal Paris HK Flagship Store
167,292.00, 505.00,Floris,AA16107530001,Santal After Shave Splash  -[Parallel Import Product],2-day group shipment,,Floris - Santal After Shave Splash  -[Parallel Import Product],,10,Beautique
168,119.20, 199.00,BULLDOG,AA16107520001,Bulldog Original Moisturiser,2-day group shipment,,BULLDOG - Bulldog Original Moisturiser,,10,Edgewell Personal Care Hong Kong Official Flagship Store
169,38.00, 54.00,Shiseido,AA16107510001,Moist,2-day group shipment,4.5,Shiseido - Uno Men's Face Wash Whip Face Wash Non Scrub 130g - Moist,6,200,NANA MALL
170,350.00, 598.00,N/A,AA16107510001,Pretty Box Set J [Parallel Import Product],2-day group shipment,,N/A - Pretty Box Set J [Parallel Import Product],,,Pretty Box
171,38.00, 56.00,Shiseido,AA16107510001,Black,2-day group shipment,4.666666666666667,Shiseido - Uno Men's Face Wash Whip Face Wash Non Scrub 130g - Black,3,90,NANA MALL
172,75.00, 92.00,LOREAL,AA13203530001,MEN HYDRA POST SHAVE BALM 125ml (parallel import goods),2-day group shipment,,LOREAL - MEN HYDRA POST SHAVE BALM 125ml (parallel import goods),,20,SH SUPPLIES
173,322.00, 460.00,Jack Black,AA13203530001,Post Shave Cooling Gel  -[Parallel Import Product],2-day group shipment,,Jack Black - Post Shave Cooling Gel  -[Parallel Import Product],,10,Beautique
174,59.00, 90.00,Shiseido,AA13201810101,UNO Whip Speedy Facial Cleanser 150ml,2-day group shipment,,Shiseido - UNO Whip Speedy Facial Cleanser 150ml,,10,美食宅急便
175,68.00, 158.00,Boots,AA16107520001,Boots Tea Tree  Witch Hazel Spot Wand (Day&Night)(parallel import),2-day group shipment,2.5,Boots - Boots Tea Tree  Witch Hazel Spot Wand (Day&Night)(parallel import),2,30,UR-CHOIZE
176,327.00, 560.00,Biotherm,AA16107520001,Homme Age Fitness Advanced Eye  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Age Fitness Advanced Eye  -[Parallel Import Product],,30,Beautique
177,159.00, 560.00,Balea,AA16107520001,德國 Balea 芭樂雅男士 抗衰老防皺 緊緻防曬日霜 50ml,2-day group shipment,,Balea - 德國 Balea 芭樂雅男士 抗衰老防皺 緊緻防曬日霜 50ml,,20,市集世界 Market Of All Nations
178,338.00, 480.00,Kiehl's,AA16102540101,ULTRA FACIAL MOISYURIZER (FOR ALL SKIN TYPES) 250ML (Parallel Import),2-day group shipment,,Kiehl's - ULTRA FACIAL MOISYURIZER (FOR ALL SKIN TYPES) 250ML (Parallel Import),,,NOBO Cosmetics & Skincare Outlet
179,68.00, 158.00,Wonjin,AA16100510001,Medi Hydro Vial Cleansing Foam 200ml(8809643670104),2-day group shipment,4,Wonjin - Medi Hydro Vial Cleansing Foam 200ml(8809643670104),1,,Jadora 日本美妝護膚
180,289.00, 350.00,Atorrege AD+,AA16107520001,Barrier Veil (Cream) 40g (Parallel Import),2-day group shipment,,Atorrege AD+ - Barrier Veil (Cream) 40g (Parallel Import),,10,WAGAYA 日本生活百貨
181,293.55,607,IOPE,AA16107520001,Men Bio Essence Intensive Conditioning-Korea Direct Shipping,merchant delivery,,IOPE - Men Bio Essence Intensive Conditioning-Korea Direct Shipping,,10,Shipapa 쉽 파파
182,199.00,399,Klavuu,AA16107510001,Pure Pearlsation PH Balancing Quick Cleansing Pad 100pcs,2-day group shipment,,Klavuu - KLAVUU - Pure Pearlsation PH Balancing Quick Cleansing Pad 100pcs,,,Starbuy
183,53.00, 98.00,Shiseido 資生堂,AA16107520001,UNO Skincare Tank For Men #Moist 160ml [Parallel Import] (4901872449712),2-day group shipment,,Shiseido 資生堂 - UNO Skincare Tank For Men #Moist 160ml [Parallel Import] (4901872449712),,30,Royal Cosmetics
184,26.00, 52.00,Shiseido 資生堂,AA16107510001,UNO whip wash mosit 130g (Green) (4901872449699),2-day group shipment,,Shiseido 資生堂 - UNO whip wash mosit 130g (Green) (4901872449699),,40,The One Baby
185,152.00, 169.00,Clubman,AA13107520001,(Authorised Goods),2-day group shipment,4,Clubman - 2 in 1 Beard Conditioner - 89ml - (Authorised Goods),2,10,May's
186,90.00, 195.00,Laneige,AA16107510001,Multi Deep-Clean Cleanser 150ml (Parallel Import),2-day group shipment,,Laneige - Multi Deep-Clean Cleanser 150ml (Parallel Import),,10,NOBO Cosmetics & Skincare Outlet
187,138.00, 195.00,Greenharmony,AA16107510001,Greenharmony Joajota Purity Pear Foam Cleanser 120ml x2,2-day group shipment,5,Greenharmony - Greenharmony Joajota Purity Pear Foam Cleanser 120ml x2,1,10,Starbuy
188,268.00, 383.00,LAB SERIES,AA16107520001,Lab Series Oil Control Clearing Solution  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series Oil Control Clearing Solution  -[Parallel Import Product],,20,Beautique
189,324.00, 560.00,Shiseido,AA16107520001,Men Moisturizing Recovery Cream  -[Parallel Import Product],2-day group shipment,,Shiseido - Men Moisturizing Recovery Cream  -[Parallel Import Product],,30,Beautique
190,44.00, 88.00,Insignia,AA16107530001,SHOWER GEL MOJITO WITH MINT EXTRACT 500ml (parallel import goods),2-day group shipment,1,Insignia - SHOWER GEL MOJITO WITH MINT EXTRACT 500ml (parallel import goods),1,40,SH SUPPLIES
191,395.00, 633.00,Biotherm,AA16107520001,Homme Age Fitness Advanced  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Age Fitness Advanced  -[Parallel Import Product],,10,Beautique
192,200.00, 250.00,Biotherm,AA16107520001,BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL REFRESHING LOTION 200ML [Parallel Import Product],2-day group shipment,,Biotherm - BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL REFRESHING LOTION 200ML [Parallel Import Product],,,PC Beauty
193,99.00, 158.00,L'Oreal Paris,AA16107510001,Men Expert Desert Clay Foam Twin Packset*654796,2-day group shipment,5,L'Oreal Paris - Men Expert Desert Clay Foam Twin Packset*654796,2,10,L’Oreal Paris HK Flagship Store
194,"1,090.00"," 1,100.00",LAMER,AA16102010101,The Treatment Lotion 150ml [Parallel import],2-day group shipment,,LAMER - The Treatment Lotion 150ml [Parallel import],,,ECCB Co Ltd
195,669.00," 1,142.00",Shiseido,AA16107520001,Men Skin Empowering Cream  -[Parallel Import Product],2-day group shipment,,Shiseido - Men Skin Empowering Cream  -[Parallel Import Product],,40,Beautique
196,558.00, 820.00,Biotherm,AA16107520001,Biotherm  Force Supreme Youth Architect Cream 50ml  [parallel import],2-day group shipment,,Biotherm - Biotherm  Force Supreme Youth Architect Cream 50ml  [parallel import],,10,KINGSWAY BEAUTY
197,253.00, 432.00,Clarins,AA13203530001,Men After Shave Soother  -[Parallel Import Product],2-day group shipment,5,Clarins - Men After Shave Soother  -[Parallel Import Product],2,40,Beautique
198,230.00, 370.00,CLINIQUE,AA16107520001,CLINIQUE FOR MEN MAXIMUM HYDRATOR ACTIVATED WATER-GEL CONCENTRATE 48ML [Parallel Import Product],2-day group shipment,,CLINIQUE - CLINIQUE FOR MEN MAXIMUM HYDRATOR ACTIVATED WATER-GEL CONCENTRATE 48ML [Parallel Import Product],,,PC Beauty
199,38.00, 55.00,Shiseido,AA16100510001,UNO潤洗顏 保濕洗面乳 130g (綠色滋潤) (4901872449699),2-day group shipment,5,Shiseido - UNO潤洗顏 保濕洗面乳 130g (綠色滋潤) (4901872449699),1,80,Jadora 日本美妝護膚
200,168.00, 330.00,Biotherm,AA16107520001,Homme Total Recharge Eye Care  -[Parallel Import Product],2-day group shipment,2.5,Biotherm - Homme Total Recharge Eye Care  -[Parallel Import Product],2,90,Beautique
201,103.20, 129.00,L'Oreal Paris,AA16107520001,Men Expert Hydra Sensitive Lotion*040119,2-day group shipment,1,L'Oreal Paris - Men Expert Hydra Sensitive Lotion*040119,1,10,L’Oreal Paris HK Flagship Store
202,55.00, 88.00,MARHABA,AA16107530001,CASTOR OIL 50ml (parallel import goods),2-day group shipment,3,MARHABA - CASTOR OIL 50ml (parallel import goods),2,90,SH SUPPLIES
203,194.00, 199.00,ACURE,AA13107520001,ULTRA HYDRATING 12 HOURS FACIAL MOISTURIZER,2-day group shipment,,ACURE - ULTRA HYDRATING 12 HOURS FACIAL MOISTURIZER,,,TimeStore 時代雜貨
204,86.00, 146.00,3W CLINIC,AA16107530001,Moisturizing Freshness Essential Skin  -[Parallel Import Product],2-day group shipment,4.25,3W CLINIC - Homme Classic - Moisturizing Freshness Essential Skin  -[Parallel Import Product],4,30,Beautique
205,183.00, 426.00,L'OCCITANE,AA13203530001,L'Occitan For Men After Shave Balm  -[Parallel Import Product],2-day group shipment,,L'OCCITANE - L'Occitan For Men After Shave Balm  -[Parallel Import Product],,40,Beautique
206,524.00, 630.00,Kiehl's,AA16107520001,Oil Eliminator 24-Hour Anti-Moistirozer For Men 125ML (3605970677312) [Parallel Import],2-day group shipment,,Kiehl's - Oil Eliminator 24-Hour Anti-Moistirozer For Men 125ML (3605970677312) [Parallel Import],,20,The One Baby
207,79.20, 135.00,BULLDOG,AA16107510001,Bulldog Oil Control Face Wash,2-day group shipment,,BULLDOG - Bulldog Oil Control Face Wash,,10,Edgewell Personal Care Hong Kong Official Flagship Store
208,75.00, 130.00,Shiseido,AA13107520001,Men MG5 Skin Cream 50g [Parallel Imports],2-day group shipment,,Shiseido - Men MG5 Skin Cream 50g [Parallel Imports],,10,Trend Beauty Mart
209,580.00, 880.00,Biotherm,AA16107520001,Force Supreme Youth Architect Serum (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Youth Architect Serum (Parallel Import),,,AYO Cosmetic
210,261.00, 449.00,LAB SERIES,AA13203530001,Lab Series Razor Burn Relief Ultra After Shave Therapy  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series Razor Burn Relief Ultra After Shave Therapy  -[Parallel Import Product],,50,Beautique
211,65.00, 102.00,L'oreal,AA16107510001,Men Expert Hydra Energetic X Daily Purifying Wash  -[Parallel Import Product],2-day group shipment,4,L'oreal - Men Expert Hydra Energetic X Daily Purifying Wash  -[Parallel Import Product],1,30,Beautique
212,91.00, 135.00,Tigi,AA16107530001,Bed Head B For Men Fuel Around Nourishing Beard Oil  -[Parallel Import Product],2-day group shipment,,Tigi - Bed Head B For Men Fuel Around Nourishing Beard Oil  -[Parallel Import Product],,10,Beautique
213,239.00, 398.00,Kiehl's,AA16107520001,FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN 75ML [Parallel Import],2-day group shipment,,Kiehl's - FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN 75ML [Parallel Import],,,The One Baby
214,355.00, 500.00,Biotherm,AA16107520001,Force Supreme Eye Architect Serum 15g (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Eye Architect Serum 15g (Parallel Import),,,AYO Cosmetic
215,184.00, 365.00,Clarins,AA13203530001,Men Shave Ease Oil  -[Parallel Import Product],2-day group shipment,,Clarins - Men Shave Ease Oil  -[Parallel Import Product],,20,Beautique
216,68.00, 158.00,Wonjin,AA16100510001,Medi Hydro Vial Cleansing Foam 200ml(8809643670104),2-day group shipment,5,Wonjin - Medi Hydro Vial Cleansing Foam 200ml(8809643670104),1,,Wishh Beauty
217,119.20, 201.20,BULLDOG,AA16107520001,Bulldog Original Moisturiser,2-day group shipment,,BULLDOG - Bulldog Original Moisturiser,,,HYY Mart
218,310.00, 455.00,AVEDA,AA16107520001,Men Pure-Formance Grooming Cream (Moisture &amp; Control Hydratation)  -[Parallel Import Product],2-day group shipment,,AVEDA - Men Pure-Formance Grooming Cream (Moisture &amp; Control Hydratation)  -[Parallel Import Product],,,Beautique
219,68.00, 112.00,Shiseido,AA13201830001,UNO Hyaluronic Acid Toner 200ml,2-day group shipment,,Shiseido - UNO Hyaluronic Acid Toner 200ml,,10,美食宅急便
220,219.00, 398.00,Lancome,AA16107510001,Men Ultimate Cleansing Gel  -[Parallel Import Product],2-day group shipment,5,Lancome - Men Ultimate Cleansing Gel  -[Parallel Import Product],1,30,Beautique
221,276.00, 318.00,Fresh,AA16102520101,Parallel Import Goods,2-day group shipment,,Fresh - Rose Deep Hyrdation Face Cream 50ml - Parallel Import Goods,,,Miracle Store
222,119.20, 149.00,L'Oreal Paris,AA16107520001,Men Expert Hydra Power Water Power Milk*271262,2-day group shipment,,L'Oreal Paris - Men Expert Hydra Power Water Power Milk*271262,,,L’Oreal Paris HK Flagship Store
223,69.00, 95.00,LOREAL,AA13203530001,STUDIO INVISGROOM BALM 150ml (parallel import goods),2-day group shipment,,LOREAL - STUDIO INVISGROOM BALM 150ml (parallel import goods),,,SH SUPPLIES
224,64.00, 79.00,L'Oreal Paris,AA16107510001,Men Expert Pure & Matte Oak Charcoal Icy Effect Foam 100ml [Parallel Import] (8992304025556),2-day group shipment,4,L'Oreal Paris - Men Expert Pure & Matte Oak Charcoal Icy Effect Foam 100ml [Parallel Import] (8992304025556),1,10,Royal Cosmetics
225,85.00, 100.00,Shiseido,AA13107520001,Men MG5 Skin Conditioner 150ml [Parallel Imports],2-day group shipment,,Shiseido - Men MG5 Skin Conditioner 150ml [Parallel Imports],,10,Trend Beauty Mart
226,138.00, 320.00,L'Oreal Paris,AA16107520001,Men Expert Jet Lag Kit ( Moisturiser 50ml + Eye 10ml)   (Parallel Import),2-day group shipment,,L'Oreal Paris - Men Expert Jet Lag Kit ( Moisturiser 50ml + Eye 10ml)   (Parallel Import),,,PSL Beauty
227,79.20, 135.00,BULLDOG,AA16107510001,Bulldog Original Face Scrub ,2-day group shipment,,BULLDOG - Bulldog Original Face Scrub ,,,Edgewell Personal Care Hong Kong Official Flagship Store
228,348.00, 566.00,Pola,AA11856530001,GALANTOMII Moisturizing Toner 180ml (parallel import),2-day group shipment,,Pola - GALANTOMII Moisturizing Toner 180ml (parallel import),,,BEAUTY FREE LIMITED
229,62.90, 566.00,AHC,AA16107510001,Korea Hydra B5 Soothing Foam Cleanser 180ml(parallel import),2-day group shipment,,AHC - Korea Hydra B5 Soothing Foam Cleanser 180ml(parallel import),,30,UR-CHOIZE
230,139.00, 578.00,Biotherm,AA16107520001,HOMME AGE FITNESS EYE ADVANCED 15ML [Parallel Import] (3605540892602),2-day group shipment,,Biotherm - HOMME AGE FITNESS EYE ADVANCED 15ML [Parallel Import] (3605540892602),,10,The One Baby
231,179.00, 256.00,L'oreal,AA16107520001,Men Expert Hydra Energetic Multi-Action 8 Anti-Fatigue Moisturizer  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Hydra Energetic Multi-Action 8 Anti-Fatigue Moisturizer  -[Parallel Import Product],,100,Beautique
232,79.20, 135.00,BULLDOG,AA16107510001,Bulldog Oil Control Face Scrub ,2-day group shipment,,BULLDOG - Bulldog Oil Control Face Scrub ,,,Edgewell Personal Care Hong Kong Official Flagship Store
233,375.00, 460.00,Christian Dior,AA16107520001,Dior Homme Dermo System Anti Fatique Firming Eye Serum 15ml [Parallel Import],2-day group shipment,,Christian Dior - Dior Homme Dermo System Anti Fatique Firming Eye Serum 15ml [Parallel Import],,20,Beauty U & ME
234,98.00, 460.00,Balea,AA16107520001,德國 Balea 芭樂雅男士 24小時 不油膩滋潤乳 75ml,2-day group shipment,,Balea - 德國 Balea 芭樂雅男士 24小時 不油膩滋潤乳 75ml,,10,市集世界 Market Of All Nations
235,149.00, 460.00,Balea,AA16107520001,德國 Balea 芭樂雅男士 抗衰老防皺 緊緻眼霜 15ml,2-day group shipment,,Balea - 德國 Balea 芭樂雅男士 抗衰老防皺 緊緻眼霜 15ml,,10,市集世界 Market Of All Nations
236,220.00, 260.00,Biotherm,AA16107510001,Excell Bright Brightening Peeling Cleanser (Parallel Import),2-day group shipment,,Biotherm - Excell Bright Brightening Peeling Cleanser (Parallel Import),,,AYO Cosmetic
237,49.00, 69.00,1028,AA16107510001,超綿感泡泡亮白洗面乳 (到期日: 2021-06-19),2-day group shipment,,1028 - 超綿感泡泡亮白洗面乳 (到期日: 2021-06-19),,10,Pink Labo
238,79.00, 163.00,L'oreal,AA16107520001,Men Expert Anti-Rimpel Hydrating Creme  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Anti-Rimpel Hydrating Creme  -[Parallel Import Product],,30,Beautique
239,60.00, 150.00,Shiseido,AA16107510001,UNO Hot Gel Cleans for Men 130g x 2 pcs. (Parallel Import),2-day group shipment,,Shiseido - UNO Hot Gel Cleans for Men 130g x 2 pcs. (Parallel Import),,,NOBO Cosmetics & Skincare Outlet
240,235.00, 295.00,Biotherm,AA16107510001,AQUAPOWER Cooling Fresh Gel  75ml [parallel import],2-day group shipment,1,Biotherm - AQUAPOWER Cooling Fresh Gel  75ml [parallel import],1,,Miracle Store
241,287.75,551,IOPE,AA16107520001,Men All Day Perfect Tone Up All In One-Korea Direct Shipping,merchant delivery,,IOPE - Men All Day Perfect Tone Up All In One-Korea Direct Shipping,,,Shipapa 쉽 파파
242,228.00, 285.00,Dr.G,AA16107520001,R.E.D Blemish® For Men Multi Soothing Toner,2-day group shipment,,Dr.G - R.E.D Blemish® For Men Multi Soothing Toner,,,Sasa 莎莎香港旗艦店
