,Discount price,Original Price,Product Brand,Product Category Code,Product Name,Promo Tag,Rating,Raw Product,Review,Sales,Vendor
243,48.00, 108.00,Health with you,AA16103010001,ZWSehoo Plant Selenium Back Mask (10 pieces) Deep Hydration Moisturizing Brighten(Parallel imported products),2-day group shipment,,Health with you - ZWSehoo Plant Selenium Back Mask (10 pieces) Deep Hydration Moisturizing Brighten(Parallel imported products),,,Health With You Lifestyle Store
244,329.00, 558.00,Brickell,AA16107520001,Men's Purifying Charcoal Face Wash 237ml,2-day group shipment,,Brickell - Men's Purifying Charcoal Face Wash 237ml,,,Global Brand 全球直送
245,128.00, 188.00,Farmstay,AA16108000001,Visible Difference Black Snail Homme set,2-day group shipment,,Farmstay - Visible Difference Black Snail Homme set,,30,Trend Beauty Mart
246,728.00, 980.00,Biotherm,AA16107520001,Biotherm -Men's Super Hydro Power Three-piece Set [parallel import],2-day group shipment,5,Biotherm - Biotherm -Men's Super Hydro Power Three-piece Set [parallel import],2,10,KINGSWAY BEAUTY
247,232.00, 332.00,Billy Jealousy,AA16107510001,Signature White Knight Gentle Daily Facial Cleanser -[Parallel Import Product],2-day group shipment,,Billy Jealousy - Signature White Knight Gentle Daily Facial Cleanser -[Parallel Import Product],,,Beautique
248,369.00, 560.00,Kiehl's,AA16107520001,Facial Fuel Energizing Moisture Treatment For Men  -[Parallel Import Product],2-day group shipment,3,Kiehl's - Facial Fuel Energizing Moisture Treatment For Men  -[Parallel Import Product],2,100,Beautique
249,368.00, 583.00,Biotherm,AA16107520001,Homme Total Recharge Non-Stop Moisturizer  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Total Recharge Non-Stop Moisturizer  -[Parallel Import Product],,30,Beautique
250,250.00, 320.00,Biotherm,AA16107520001,Force Supreme Anti-Aging Cleanser (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Anti-Aging Cleanser (Parallel Import),,,AYO Cosmetic
251,138.00, 268.00,Fancl,AA16100510001,Men Face Wash 180ml (4908049342609),2-day group shipment,,Fancl - Men Face Wash 180ml (4908049342609),,,Wishh Beauty
252,198.00, 350.00,Alteya,AA16107510001,Organics Rose Jasminium Purifying Face Cleanser 150ml (Best Before: 03/2021),2-day group shipment,,Alteya - Organics Rose Jasminium Purifying Face Cleanser 150ml (Best Before: 03/2021),,,Ducky's Wellness
253,588.00, 860.00,Biotherm,AA16108000001, Aquapower Hydration Program Set (Cleanser 125ml+Lotion 200ml+Gel 75ml) (parallel good),2-day group shipment,,Biotherm -  Aquapower Hydration Program Set (Cleanser 125ml+Lotion 200ml+Gel 75ml) (parallel good),,,PSL Beauty
254,210.00, 380.00,TOUCHBeauty,AA16107510001,5 in 1 men's trimmer set,2-day group shipment,,TOUCHBeauty - 5 in 1 men's trimmer set,,,AKM Lifesytle
255,280.88,523,IOPE,AA16107520001,Men Anti-Aging Emulsion-Korea Direct Shipping,merchant delivery,1,IOPE - Men Anti-Aging Emulsion-Korea Direct Shipping,1,,Shipapa 쉽 파파
256,140.00, 175.00,Dr.G,AA16107510001,Red Blemish For Men Gentle Cleansing Foam,2-day group shipment,,Dr.G - Red Blemish For Men Gentle Cleansing Foam,,,Sasa 莎莎香港旗艦店
257,160.00, 200.00,Bulgarian Rose,AA11856530001,Rose After Shave Balm (For Men) 50ml,2-day group shipment,,Bulgarian Rose - Rose After Shave Balm (For Men) 50ml,,,Ducky's Wellness
258,111.00, 159.00,Mario Badescu,AA16107530001,Shaving Cream  -[Parallel Import Product],2-day group shipment,,Mario Badescu - Shaving Cream  -[Parallel Import Product],,,Beautique
259,48.00, 78.00,jigott,AA13107520001,Essence Control Lotion 150ml,2-day group shipment,,jigott - Essence Control Lotion 150ml,,10,Trend Beauty Mart
260,389.00, 650.00,The Art Of Shaving,AA16107530001,Oud  -[Parallel Import Product],2-day group shipment,,The Art Of Shaving - After Shave Balm - Oud  -[Parallel Import Product],,,Beautique
261,69.00, 79.00,1028,AA16107510001,[Crazy MORE Dollar]溫和潔淨泡泡慕絲 150ML (到期日: 2021-05-24),2-day group shipment,,1028 - [Crazy MORE Dollar]溫和潔淨泡泡慕絲 150ML (到期日: 2021-05-24),,10,Pink Labo
262,160.00, 375.00,PRIMERA,AA16107520001,Treatment lotion 180ml,2-day group shipment,,PRIMERA - Treatment lotion 180ml,,,Golden Cosmetic & Beauty Limited
263,79.00, 375.00,Elkos,AA16107520001,MOAN】,2-day group shipment,,Elkos - EDEKA elkos moisturizer 50 ml【市集世界 - MOAN】,,20,市集世界 Market Of All Nations
264,79.00, 504.00,Shiseido,AA16107520001,MG5 Skin Conditioner(F) 150ml,2-day group shipment,,Shiseido - MG5 Skin Conditioner(F) 150ml,,10,Beauty Soulmates
265,26.00, 68.00,Shiseido,AA16107510001,Scrub)(4901872449682),2-day group shipment,5,Shiseido - UNO Whip Wash Scrub Cleanser 130g (Blue - Scrub)(4901872449682),1,,Wishh Beauty
266,38.00, 68.00,Shiseido,AA16107510001,UNO 保濕洗面乳 130g (綠色滋潤) (4901872449699),2-day group shipment,,Shiseido - UNO 保濕洗面乳 130g (綠色滋潤) (4901872449699),,,Wishh Beauty
267,320.00, 560.00,Biotherm,AA16107520001,Homme Sensitive Force Recovering Balm  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Sensitive Force Recovering Balm  -[Parallel Import Product],,,Beautique
268,368.00, 680.00,Biotherm,AA16108000001,AQUA POWER Hydration Duo Cleanser 125ml +  Emulsion 75ml  (Parallel Import),2-day group shipment,,Biotherm - AQUA POWER Hydration Duo Cleanser 125ml +  Emulsion 75ml  (Parallel Import),,,NOBO Cosmetics & Skincare Outlet
269,136.00, 680.00,Fancl,AA16107510001,Men Face Wash 180ml (Parallel Imports),2-day group shipment,,Fancl - Men Face Wash 180ml (Parallel Imports),,,snailstore
270,"1,699.00"," 2,499.00",EMK Beverly Hills,AA16100540001,24K Gold Peeling Gel,2-day group shipment,,EMK Beverly Hills - 24K Gold Peeling Gel,,,EMK Skincare HK
271,148.12,185,MDOC,AA16107510001,Relief Foam Cleansing 150g,merchant delivery,,MDOC - Relief Foam Cleansing 150g,,,Shipapa 쉽 파파
272,299.00,185,Rire,AA16100530001,All Kill Acne Cleanser 500ml,2-day group shipment,,Rire - RiRe - All Kill Acne Cleanser 500ml,,,Starbuy
273,42.00, 64.00,Shiseido,AA13101010001,UNO Face Wash Whip Speedy 130ml Refill ,2-day group shipment,,Shiseido - UNO Face Wash Whip Speedy 130ml Refill ,,,美食宅急便
274,187.00, 330.00,LAB SERIES,AA16107510001,Lab Series Oil Control Clay Cleanser + Mask,2-day group shipment,,LAB SERIES - Lab Series Oil Control Clay Cleanser + Mask,,10,Beautique
275,340.00, 500.00,Biotherm,AA16107520001,BIOTHERM HOMME FORCE SUPREME EYE ARCHITECT SERUM 15ML [Parallel Import Product],2-day group shipment,,Biotherm - BIOTHERM HOMME FORCE SUPREME EYE ARCHITECT SERUM 15ML [Parallel Import Product],,,PC Beauty
276,130.00, 198.00,ATREUS,AA16108000001,Men's Refreshing Triple Set (180ml+120ml+120ml) [Parallel Import] (8857124260788),2-day group shipment,,ATREUS - Men's Refreshing Triple Set (180ml+120ml+120ml) [Parallel Import] (8857124260788),,,Royal Cosmetics
277,519.00, 798.00,COSME DECORTE,AA16107520001,Prime Latte Emulsion Skin Care 150ml,2-day group shipment,,COSME DECORTE - Prime Latte Emulsion Skin Care 150ml,,10,Vanessa Beauty
278,129.00, 798.00,Balea,AA16107530001,德國 Balea 芭樂雅男士 2合1皮膚鬍鬚保養啫喱 (冇油清爽型) 50ml,2-day group shipment,,Balea - 德國 Balea 芭樂雅男士 2合1皮膚鬍鬚保養啫喱 (冇油清爽型) 50ml,,,市集世界 Market Of All Nations
279,48.00, 78.00,jigott,AA16101500001,Essence Control Skin 150ml,2-day group shipment,,jigott - Essence Control Skin 150ml,,10,Trend Beauty Mart
280,218.00, 268.00,Kiehl's,AA16107510001,Facial Fuel Energizing Face Wash 250ml,2-day group shipment,4,Kiehl's - Facial Fuel Energizing Face Wash 250ml,1,70,Sun Grocery HK Limited
281,180.00, 230.00,Biotherm,AA16107510001,BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL FRESH GEL ULTRA CLEANSER 125ML [Parallel Import Product],2-day group shipment,,Biotherm - BIOTHERM HOMME AQUAPOWER OLIGO-THERMAL FRESH GEL ULTRA CLEANSER 125ML [Parallel Import Product],,,PC Beauty
282,28.00, 65.00,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Pure (4710221260119),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Pure (4710221260119),,,Wishh Beauty
283,240.00, 300.00,Dr.G,AA16107520001,Red Blemish for Men All in one Fluid,2-day group shipment,,Dr.G - Red Blemish for Men All in one Fluid,,,Sasa 莎莎香港旗艦店
284,160.00, 370.00,PRIMERA,AA16107520001,Men emulsion 150ml,2-day group shipment,5,PRIMERA - Men emulsion 150ml,1,,Golden Cosmetic & Beauty Limited
285,175.00, 290.00,MARLOWE.,AA16107520001,No. 122 Men's Facial Scrub 177ml,2-day group shipment,,MARLOWE. - No. 122 Men's Facial Scrub 177ml,,,Global Brand 全球直送
286,319.00, 558.00,RUGGED & DAPPER,AA16107520001,Daily Power Scrub Facial Cleanser 237ml,2-day group shipment,,RUGGED & DAPPER - Daily Power Scrub Facial Cleanser 237ml,,,Global Brand 全球直送
287,113.00, 162.00,L'oreal,AA16107510001,Men Expert Pure &amp; Matte Icy Effect Charcoal Black Foam  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Pure &amp; Matte Icy Effect Charcoal Black Foam  -[Parallel Import Product],,30,Beautique
288,464.00, 700.00,Biotherm,AA16107520001,Homme Excell Bright Brightening Peeling Moisturizer  -[Parallel Import Product],2-day group shipment,,Biotherm - Homme Excell Bright Brightening Peeling Moisturizer  -[Parallel Import Product],,10,Beautique
289,247.00, 364.00,Biotherm,AA16107520001,HOMME AQUAPOWER ULTRA MOISTURIZING 75ML  (Parallel Import),2-day group shipment,,Biotherm - HOMME AQUAPOWER ULTRA MOISTURIZING 75ML  (Parallel Import),,,The One Baby
290,28.00, 65.00,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Fresh (4710221260133),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Fresh (4710221260133),,,Wishh Beauty
291,294.97,537,IOPE,AA16107520001,Men Hydro Force Cream-Korea Direct Shipping,merchant delivery,,IOPE - Men Hydro Force Cream-Korea Direct Shipping,,,Shipapa 쉽 파파
292,90.00,537,De Lorenzo,AA16107510001,Dman Shave Cream 120ml,2-day group shipment,,De Lorenzo - Dman Shave Cream 120ml,,,H&B
293,660.00,537,Black Pearl,AA16107530001,Men Divinity Moisturizer Face And Baldness 50ml,2-day group shipment,,Black Pearl - Men Divinity Moisturizer Face And Baldness 50ml,,,Black Pearl
294,98.00, 105.00,Le Mont Botanique,AA16107510001,LMB  Switzerland Fresh & Natural Active Skincare-  Active Face Wash 100ml,2-day group shipment,,Le Mont Botanique - LMB  Switzerland Fresh & Natural Active Skincare-  Active Face Wash 100ml,,,AHK LIVING LIMITED
295,91.00, 135.00,Tigi,AA16107530001,Bed Head B For Men Balm Down Cooling Aftershave  -[Parallel Import Product],2-day group shipment,,Tigi - Bed Head B For Men Balm Down Cooling Aftershave  -[Parallel Import Product],,10,Beautique
296,91.00, 135.00,Tigi,AA16107530001,Bed Head B For Men Lion Tamer Beard &amp; Hair Balm  -[Parallel Import Product],2-day group shipment,,Tigi - Bed Head B For Men Lion Tamer Beard &amp; Hair Balm  -[Parallel Import Product],,,Beautique
297,505.00, 710.00,Biotherm,AA16107520001,Force Supreme Youth Architect Cream (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Youth Architect Cream (Parallel Import),,,AYO Cosmetic
298,79.20, 133.70,BULLDOG,AA16107510001,Bulldog Oil Control Face Wash,2-day group shipment,,BULLDOG - Bulldog Oil Control Face Wash,,,HYY Mart
299,384.00, 660.00,Ella Bache,AA16107520001,Maximum Anti-Fatigue Roll-On Eye Gel  -[Parallel Import Product],2-day group shipment,,Ella Bache - Maximum Anti-Fatigue Roll-On Eye Gel  -[Parallel Import Product],,,Beautique
300,119.00, 139.00,Olivos,AA13200520001,OLIVOS Camel Milk Hand Soap 150G,2-day group shipment,,Olivos - OLIVOS Camel Milk Hand Soap 150G,,,beautiTAB - directly represents Turkish personal care products
301,476.00, 773.00,Christian Dior,AA13203530001,Fahrenheit After Shave Splash  -[Parallel Import Product],2-day group shipment,,Christian Dior - Fahrenheit After Shave Splash  -[Parallel Import Product],,,Beautique
302,550.00, 773.00,Black Pearl,AA16107530001,Men Valour After Shave Balm 150ml,2-day group shipment,,Black Pearl - Men Valour After Shave Balm 150ml,,,Black Pearl
303,660.00, 773.00,Black Pearl,AA16107530001,Men Gel Serum Face & Eye 50ml,2-day group shipment,,Black Pearl - Men Gel Serum Face & Eye 50ml,,,Black Pearl
304,91.00, 130.00,Tigi,AA16107530001,Bed Head B For Men Mo Rider Moustache Crafter  -[Parallel Import Product],2-day group shipment,,Tigi - Bed Head B For Men Mo Rider Moustache Crafter  -[Parallel Import Product],,,Beautique
305,140.00, 162.00,Kiehl's,AA16101500001,Parallel Import Goods,2-day group shipment,,Kiehl's - Ultra Facial Toner 250ML - Parallel Import Goods,,,Miracle Store
306,223.00, 344.00,Biotherm,AA16107510001,HOMME AQUAPOWER CLEANSER 125ML  (Parallel Import),2-day group shipment,,Biotherm - HOMME AQUAPOWER CLEANSER 125ML  (Parallel Import),,,The One Baby
307,322.00, 370.00,Biotherm,AA16107510001,AQUAPOWER 72H Gel-Cream  50ml [parallel import],2-day group shipment,,Biotherm - AQUAPOWER 72H Gel-Cream  50ml [parallel import],,,Miracle Store
308,408.00, 480.00,Clarins,AA16107520001,MEN REVITALIZING GEL [Parallel Import],2-day group shipment,,Clarins - MEN REVITALIZING GEL [Parallel Import],,,Sasa 莎莎香港旗艦店
309,155.00, 178.00,Balm Balm,AA16106520001,100% Organic Fragrance Free Body Oil  100ml,2-day group shipment,,Balm Balm - 100% Organic Fragrance Free Body Oil  100ml,,,Miracle Store
310,28.00, 65.00,Cellina,AA16107510001,Carbondeep Men's Cleansing Foam 100g Acnes (4710221260201),2-day group shipment,,Cellina - Carbondeep Men's Cleansing Foam 100g Acnes (4710221260201),,,Wishh Beauty
311,128.00, 136.00,Organicole.,AA16100550001,Bamboo Charcoal,2-day group shipment,,Organicole. - Goat Milk Soap - Bamboo Charcoal,,,MICCHILIN STORE
312,"1,999.00"," 2,700.00",LAMER,AA16102510101,Crème de la Mer (Moisturizing Cream) 60ml [Parallel Shipment],2-day group shipment,,LAMER - Crème de la Mer (Moisturizing Cream) 60ml [Parallel Shipment],,,ECCB Co Ltd
313,329.00, 558.00,Brickell,AA16107520001,Men's Clarifying Gel Face Wash 237ml,2-day group shipment,,Brickell - Men's Clarifying Gel Face Wash 237ml,,,Global Brand 全球直送
314,449.00, 698.00,Brickell,AA16107520001,Men's Daily Essential Face Moisturizer 118ml,2-day group shipment,,Brickell - Men's Daily Essential Face Moisturizer 118ml,,,Global Brand 全球直送
315,49.00, 62.00,Shiseido,AA16107510001,UNO  Cool Natural Mud Cleansing Gel 130g (Blue),2-day group shipment,,Shiseido - UNO  Cool Natural Mud Cleansing Gel 130g (Blue),,,Life Style
316,320.00, 555.00,Penhaligon's,AA16107530001,Blenheim Bouquet After Shave Balm,2-day group shipment,,Penhaligon's - Blenheim Bouquet After Shave Balm,,,Beautique
317,189.00, 315.00,Kiehl's,AA16107520001,FACIAL FUEL ENERGIZING TONIC FOR MEN 250ML [Parallel Import],2-day group shipment,,Kiehl's - FACIAL FUEL ENERGIZING TONIC FOR MEN 250ML [Parallel Import],,,The One Baby
318,199.00, 228.00,Kiehl's,AA16101500001,Parallel Import Goods,2-day group shipment,,Kiehl's - Cucumber Herbal Alocohol-Free Toner 500ML - Parallel Import Goods,,,Miracle Store
319,198.00, 580.00,Biotherm,AA16107520001,HOMME TOTAL RECHARGE NON-STOP MOISTURIZER FATIGUE SIGNS REDUCER 50ML [Parallel Import] (3605540945285),2-day group shipment,,Biotherm - HOMME TOTAL RECHARGE NON-STOP MOISTURIZER FATIGUE SIGNS REDUCER 50ML [Parallel Import] (3605540945285),,,The One Baby
320,187.00, 215.00,Biotherm,AA16100520001,Homme T-PUR PURIFYING CLEANSER  125ml [parallel import],2-day group shipment,,Biotherm - Homme T-PUR PURIFYING CLEANSER  125ml [parallel import],,,Miracle Store
321,288.00,320精選優惠,Triumph&Disaster,AA16107510001,Face Cleanser 150ml,2-day group shipment,,Triumph&Disaster - Triumph & Disaster Ritual - Face Cleanser 150ml,,,SINOWIZS LIMITED
322,136.00, 228.00,Wonder Bath,AA16100510001,Super Vegitoks Cleanser (Purple) 200ml,2-day group shipment,5,Wonder Bath - Super Vegitoks Cleanser (Purple) 200ml,1,,buyDuckeasy
323,226.00, 420.00,Guinot,AA16107520001,Tres Homme Contour Yeux  -[Parallel Import Product],2-day group shipment,4,Guinot - Tres Homme Contour Yeux  -[Parallel Import Product],1,,Beautique
324,194.00, 278.00,Billy Jealousy,AA13203530001,Shaved Ice After Shave Balm  -[Parallel Import Product],2-day group shipment,,Billy Jealousy - Shaved Ice After Shave Balm  -[Parallel Import Product],,10,Beautique
325,238.00, 639.00,ACADEMIE,AA16107520001,Men Active Moist &amp; Matifying Balm  -[Parallel Import Product],2-day group shipment,,ACADEMIE - Men Active Moist &amp; Matifying Balm  -[Parallel Import Product],,,Beautique
326,206.00, 560.00,ACADEMIE,AA16107510001,Men Active Purifying Deep Cleansing Scrub  -[Parallel Import Product],2-day group shipment,,ACADEMIE - Men Active Purifying Deep Cleansing Scrub  -[Parallel Import Product],,,Beautique
327,125.00, 179.00,Mario Badescu,AA16107520001,Pre-Shave Conditioner  -[Parallel Import Product],2-day group shipment,1,Mario Badescu - Pre-Shave Conditioner  -[Parallel Import Product],1,,Beautique
328,78.00, 248.00,Biodermis,AA16107510001,SilqueClenz low-foaming cleanser 28.4ml (Parallel Import),2-day group shipment,,Biodermis - SilqueClenz low-foaming cleanser 28.4ml (Parallel Import),,,YOU and ME Shopping Mall Limited
329,86.00, 125.00,3W CLINIC,AA16107520001,Fresh Emulsion  -[Parallel Import Product],2-day group shipment,,3W CLINIC - Olive For Man - Fresh Emulsion  -[Parallel Import Product],,,Beautique
330,260.00, 125.00,You and Oil,AA16107520001,"You and Oil, Face Oil for Men",2-day group shipment,,"You and Oil - You and Oil, Face Oil for Men",,,LifeKonet
331,241.19,339,MDOC,AA16107520001,Whitening Skin Plus Lotion 150ml,merchant delivery,,MDOC - Whitening Skin Plus Lotion 150ml,,,Shipapa 쉽 파파
332,136.00, 228.00,Wonder Bath,AA16100510001,Super Vegitoks Cleanser (Red) 200ml,2-day group shipment,,Wonder Bath - Super Vegitoks Cleanser (Red) 200ml,,,buyDuckeasy
333,199.00,269｜全店75折,KEEPIT HANDSOME,AA16107520001,Keeping Your Face Moisturized & Hydrated all the day,2-day group shipment,,KEEPIT HANDSOME - Facial Moisturizer 50ml - Keeping Your Face Moisturized & Hydrated all the day,,,-GGM STORE-
334,49.00, 89.00,Alfresco,AA16107520001,Anti Bug Bite Moisturizer 50ml,2-day group shipment,,Alfresco - Alfresco - Anti Bug Bite Moisturizer 50ml,,,A Grade Technology Limited
335,99.00, 198.00,Cremo,AA16107530001,Refreshing Mint,2-day group shipment,,Cremo - Cooling Post Shave Balm 118ml - Refreshing Mint,,,Global Brand 全球直送
336,489.00, 798.00,Brickell,AA16107520001,Men's Revitalizing Anti-Aging Cream 59ml,2-day group shipment,,Brickell - Men's Revitalizing Anti-Aging Cream 59ml,,,Global Brand 全球直送
337,289.00, 498.00,Brickell,AA16107520001,Men's Renewing Face Scrub 118ml,2-day group shipment,,Brickell - Men's Renewing Face Scrub 118ml,,,Global Brand 全球直送
338,58.00, 72.00,Shiseido,AA16107510001,Perfect Whip Collagen In Cleansing Foam,2-day group shipment,,Shiseido - Perfect Whip Collagen In Cleansing Foam,,30,Life Style
339,196.00, 292.00,Laura Biagiotti,AA13203530001,Biagiotti Due Uomo After Shave Spray  -[Parallel Import Product],2-day group shipment,,Laura Biagiotti - Biagiotti Due Uomo After Shave Spray  -[Parallel Import Product],,,Beautique
340,116.00, 166.00,L'oreal,AA16107510001,Men Expert Hydra Energetic Detoxifying Foam  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Hydra Energetic Detoxifying Foam  -[Parallel Import Product],,20,Beautique
341,116.00, 166.00,L'oreal,AA16100570001,Men Expert Hydra Energetic Skin Awakening Icy Cleansing Gel  -[Parallel Import Product],2-day group shipment,,L'oreal - Men Expert Hydra Energetic Skin Awakening Icy Cleansing Gel  -[Parallel Import Product],,,Beautique
342,426.00, 622.00,Paco Rabanne,AA16107530001,Invictus After Shave Lotion  -[Parallel Import Product],2-day group shipment,,Paco Rabanne - Invictus After Shave Lotion  -[Parallel Import Product],,,Beautique
343,228.00, 326.00,Payot,AA16107510001,Optimale Homme Face & Body Energising Cleansing Care  -[Parallel Import Product],2-day group shipment,,Payot - Optimale Homme Face & Body Energising Cleansing Care  -[Parallel Import Product],,,Beautique
344,524.00, 806.00,Lancome,AA16107520001,Men Genific HD Youth Activating Concentrate  -[Parallel Import Product],2-day group shipment,,Lancome - Men Genific HD Youth Activating Concentrate  -[Parallel Import Product],,,Beautique
345,223.00, 319.00,Lacoste,AA16107530001,L'Homme After Shave Balm  -[Parallel Import Product],2-day group shipment,,Lacoste - L'Homme After Shave Balm  -[Parallel Import Product],,,Beautique
346,25.00, 58.00,Shiseido,AA16107510001,UNO Gel Cleans Hot 130g (Red),2-day group shipment,,Shiseido - UNO Gel Cleans Hot 130g (Red),,,Beauty Soulmates
347,90.00, 58.00,Firson,AA28320505001,Firson Moist Hand Sanitizer Lemongrass 50G,2-day group shipment,,Firson - Firson Moist Hand Sanitizer Lemongrass 50G,,,Casterishop
348,239.00, 380.00,TOUCHBeauty,AA16107510001,5 in 1 men's trimmer set,2-day group shipment,,TOUCHBeauty - 5 in 1 men's trimmer set,,,HTH生活百貨
349,285.00, 328.00,Fresh,AA16101500001,Parallel Import Goods,2-day group shipment,,Fresh - Rose Deep Hyrdation Facial Toner  250ml - Parallel Import Goods,,,Miracle Store
350,79.20, 133.70,BULLDOG,AA16107510001,Bulldog Oil Control Face Scrub ,2-day group shipment,,BULLDOG - Bulldog Oil Control Face Scrub ,,,HYY Mart
351,79.20, 133.65,BULLDOG,AA16107510001,Bulldog Original Face Scrub ,2-day group shipment,,BULLDOG - Bulldog Original Face Scrub ,,,HYY Mart
352,339.00, 700.00,Guinot,AA16107520001,Tres Homme Revitalizing Face Care  -[Parallel Import Product],2-day group shipment,,Guinot - Tres Homme Revitalizing Face Care  -[Parallel Import Product],,,Beautique
353,226.00, 432.00,Guinot,AA13203530001,Tres Homme Moisturizing And Soothing After-Shave Balm  -[Parallel Import Product],2-day group shipment,,Guinot - Tres Homme Moisturizing And Soothing After-Shave Balm  -[Parallel Import Product],,,Beautique
354,324.00, 463.00,Guinot,AA16107510001,Tres Homme Facial Cleansing Gel  -[Parallel Import Product],2-day group shipment,,Guinot - Tres Homme Facial Cleansing Gel  -[Parallel Import Product],,,Beautique
355,291.00, 455.00,Baxter Of California,AA16107520001,Super Shape Skin Recharge Cream  -[Parallel Import Product],2-day group shipment,,Baxter Of California - Super Shape Skin Recharge Cream  -[Parallel Import Product],,,Beautique
356,335.00, 829.00,Elemis,AA16107520001,Time Defence Eye Reviver  -[Parallel Import Product],2-day group shipment,,Elemis - Time Defence Eye Reviver  -[Parallel Import Product],,,Beautique
357,251.00, 359.00,EShave,AA16107510001,White Tea  -[Parallel Import Product],2-day group shipment,5,EShave - Face Wash - White Tea  -[Parallel Import Product],1,,Beautique
358,213.00, 359.00,EShave,AA16107520001,White Tea  -[Parallel Import Product],2-day group shipment,,EShave - Eye Cream Revitalizer - White Tea  -[Parallel Import Product],,,Beautique
359,274.00, 505.00,ACADEMIE,AA16107510001,Men Cleansing & Non-Foaming Gel  -[Parallel Import Product],2-day group shipment,,ACADEMIE - Men Cleansing & Non-Foaming Gel  -[Parallel Import Product],,,Beautique
360,200.00, 459.00,ACADEMIE,AA16107520001,Men Eye Contour Gel  -[Parallel Import Product],2-day group shipment,,ACADEMIE - Men Eye Contour Gel  -[Parallel Import Product],,,Beautique
361,200.00, 286.00,Mario Badescu,AA16107520001,Pre-Shave Conditioner  -[Parallel Import Product],2-day group shipment,,Mario Badescu - Pre-Shave Conditioner  -[Parallel Import Product],,,Beautique
362,216.00, 330.00,Mario Badescu,AA16107520001,Pre-Shave Conditioner  -[Parallel Import Product],2-day group shipment,,Mario Badescu - Pre-Shave Conditioner  -[Parallel Import Product],,,Beautique
363,268.20, 298.00,SASY n SAVY,AA16100530001,Pure Creme Rose Geranium Cleanser,2-day group shipment,,SASY n SAVY - Pure Creme Rose Geranium Cleanser,,,nano-secc Better Life Concept Boutique
364,349.20, 388.00,SASY n SAVY,AA16102540101,Revive Face Lotion,2-day group shipment,,SASY n SAVY - Revive Face Lotion,,,nano-secc Better Life Concept Boutique
365,488.00, 688.00,SGC,AA16107520001,SGC Cream-50ml,2-day group shipment,,SGC - SGC Cream-50ml,,,MENCE
366,688.00, 988.00,SGC,AA16107520001,SGC Essence-45ml,2-day group shipment,,SGC - SGC Essence-45ml,,,MENCE
367,210.00, 342.00,Baldessarini,AA16107530001,Cool Force After Shave Lotion  -[Parallel Import Product],2-day group shipment,,Baldessarini - Cool Force After Shave Lotion  -[Parallel Import Product],,,Beautique
368,262.00, 449.00,LAB SERIES,AA16107520001,Lab Series The Grooming Oil  -[Parallel Import Product],2-day group shipment,,LAB SERIES - Lab Series The Grooming Oil  -[Parallel Import Product],,,Beautique
369,86.00, 125.00,3W CLINIC,AA16107520001,Moisturizing Freshness Essential Lotion  -[Parallel Import Product],2-day group shipment,,3W CLINIC - Homme Classic - Moisturizing Freshness Essential Lotion  -[Parallel Import Product],,,Beautique
370,154.00, 155.00,L'oreal,AA16107520001,Hydra-Energetic Anti-Dullness Moisturising Gel Cream (50 ml),2-day group shipment,,L'oreal - Hydra-Energetic Anti-Dullness Moisturising Gel Cream (50 ml),,,Sasa 莎莎香港旗艦店
371,420.00, 525.00,S5 Skincare,AA13105500001,Balance Fluid,2-day group shipment,,S5 Skincare - Balance Fluid,,,LifeKonet
372,193.22,269,MDOC,AA16107520001,Sebum Strike Toner 150ml,merchant delivery,,MDOC - Sebum Strike Toner 150ml,,,Shipapa 쉽 파파
373,199.64,297,MDOC,AA16107520001,Sebum Strike Serum 100ml,merchant delivery,,MDOC - Sebum Strike Serum 100ml,,,Shipapa 쉽 파파
374,57.00,73,MDOC,AA16107510001,Sebum Strike HD Powder Tissue (20 sheets) 110g,merchant delivery,,MDOC - Sebum Strike HD Powder Tissue (20 sheets) 110g,,,Shipapa 쉽 파파
375,129.00, 198.00,AmLactin,AA16107520001,Amlactin Ultra Smoothing Intensely Hydrating Cream 140g,2-day group shipment,,AmLactin - Amlactin Ultra Smoothing Intensely Hydrating Cream 140g,,,Global Brand 全球直送
376,175.00, 290.00,MARLOWE.,AA16107520001,No. 123 Men's Facial Moisturizer 177ml,2-day group shipment,,MARLOWE. - No. 123 Men's Facial Moisturizer 177ml,,,Global Brand 全球直送
377,222.00, 376.00,EShave,AA16107520001,White Tea  -[Parallel Import Product],2-day group shipment,,EShave - Sun Protection Face Moisturizer - White Tea  -[Parallel Import Product],,,Beautique
378,235.00, 398.00,L'OCCITANE,AA13203530001,Cade For Men After Shave Balm  -[Parallel Import Product],2-day group shipment,4,L'OCCITANE - Cade For Men After Shave Balm  -[Parallel Import Product],1,10,Beautique
